,a,b,Q
0,0.1068163338073978,0.80098412654018,-0.016675963759149526
1,0.23642845301209706,0.5669051135004204,-0.005020490785635934
2,0.3686454588148885,0.5896736962116205,0.016652233233088298
3,0.3686454588148885,0.5896736962116205,0.016652233233088298
4,0.17026510907552247,0.5388364322795584,0.007129490091899315
5,0.13464298012038556,0.8657461428900027,-0.002275309037412755
6,0.06378554596618301,1.2822442565352203,-0.008857720410799918
7,0.1973046697569073,1.0278473338659584,-0.006228981427265973
8,0.29183592775223743,0.5853571160614323,-0.01381939587088465
9,0.2913843662803531,0.16416380787477908,-0.039863328377801585
10,0.2913843662803531,0.16416380787477908,-0.039863328377801585
11,0.2913843662803531,0.16416380787477908,-0.039863328377801585
12,0.2913843662803531,0.16416380787477908,-0.039863328377801585
13,0.2382010371834579,0.2011465019773427,-0.05389912343920227
14,0.08034449594061746,-0.09949407809506514,-0.05407398867360069
15,0.08034449594061746,-0.09949407809506514,-0.05407398867360069
16,0.22348194359461632,-0.13935877216320305,-0.04839691158406393
17,0.2895426174084396,0.5856119704347584,-0.06022414698471403
18,0.22641345145582326,0.9418273344224177,-0.05828462339403798
19,0.22641345145582326,0.9418273344224177,-0.05828462339403798
20,0.3163458253757211,0.9503537070723764,-0.06083701735397977
21,0.3163458253757211,0.9503537070723764,-0.06083701735397977
22,0.09077767425823197,1.1650546054905597,-0.06279989360863898
23,0.09077767425823197,1.1650546054905597,-0.06279989360863898
24,0.13206052625362275,1.310316381137046,-0.05822297805588755
25,0.4122499131623707,1.2999953109509794,-0.04594814260459407
26,0.6421552889815666,1.7613685313470169,-0.058219869737659344
27,0.4306342641777637,1.3251632109052303,-0.03770797500154033
28,0.14090271842023483,1.6975726362316546,-0.05001733933271259
29,0.14090271842023483,1.6975726362316546,-0.05001733933271259
30,0.1197705828592641,1.3687910234353091,-0.05853046025676228
31,0.1197705828592641,1.3687910234353091,-0.05853046025676228
32,0.1197705828592641,1.3687910234353091,-0.05853046025676228
33,0.3089447832914663,0.8027846197790394,-0.059992748349926746
34,0.3089447832914663,0.8027846197790394,-0.059992748349926746
35,0.08541811746114919,-0.052809038140225084,-0.04114018614735037
36,0.08541811746114919,-0.052809038140225084,-0.04114018614735037
37,0.08541811746114919,-0.052809038140225084,-0.04114018614735037
38,0.08541811746114919,-0.052809038140225084,-0.04114018614735037
39,0.08541811746114919,-0.052809038140225084,-0.04114018614735037
40,0.08541811746114919,-0.052809038140225084,-0.04114018614735037
41,0.5900675499950903,-0.33076055011308414,-0.039834305828211014
42,0.5900675499950903,-0.33076055011308414,-0.039834305828211014
43,0.5258430268173415,-0.12896465283274877,-0.04107791079418126
44,0.5258430268173415,-0.12896465283274877,-0.04107791079418126
45,0.8192220982878056,0.1888381010692587,-0.05003003884105041
46,1.0247280896299542,-0.5351787353179855,-0.050744340798687795
47,0.7377533689569316,-0.6076585191000381,-0.06331208307131955
48,0.7899589472593932,-0.21063394334784125,-0.07217420569745159
