,x,y,t,lower_res,mean_res,upper_res
0,144.90960095,-37.82960435,2015,-1.8016590632352198,0.193450845759413,2.1885607547540458
1,144.90960095,-37.82545463620689,2015,-1.805724510983824,-0.1097733620166306,1.5861777869505629
2,144.90960095,-37.82130492241379,2015,-1.8959568832363056,-0.08519263097463085,1.7255716212870438
3,144.90960095,-37.81715520862069,2015,-2.109215616248852,0.6546883948800096,3.4185924060088713
4,144.90960095,-37.813005494827586,2015,-6.7559502641182,6.697690429153161,20.151331122424523
5,144.90960095,-37.80885578103448,2015,-41.488983635708365,63.222516195497306,167.93401602670298
6,144.90960095,-37.804706067241376,2015,140.36981860416927,453.0432174842519,765.7166163643345
7,144.90960095,-37.80055635344827,2015,204.39455366225104,1064.2543279155648,1924.1141021688786
8,144.90960095,-37.79640663965517,2015,-358.54972828728773,822.1516235110191,2002.852975309326
9,144.90960095,-37.79225692586207,2015,31.10409115416968,412.3245072823878,793.5449234106059
10,144.90960095,-37.788107212068965,2015,88.74487386149487,183.05858655925604,277.37229925701723
11,144.90960095,-37.78395749827586,2015,-33.08505186690705,82.68060088434397,198.44625363559499
12,144.90960095,-37.779807784482756,2015,-6.669882419994821,42.26571261740491,91.20130765480464
13,144.90960095,-37.77565807068965,2015,21.337093547268303,27.056643659249904,32.776193771231505
14,144.90960095,-37.77150835689655,2015,-7.77625603200859,22.722114897312046,53.22048582663268
15,144.90960095,-37.76735864310345,2015,-7.390698492352833,21.26053906180616,49.91177661596515
16,144.90960095,-37.763208929310345,2015,15.42593090912613,20.14039332350347,24.85485573788081
17,144.90960095,-37.75905921551724,2015,-3.842252856312104,20.258152460989145,44.35855777829039
18,144.90960095,-37.754909501724136,2015,-9.73421347261593,21.676867607514527,53.08794868764498
19,144.90960095,-37.75075978793103,2015,12.205139686475935,26.600479679582833,40.995819672689734
20,144.90960095,-37.74661007413793,2015,2.2059527203066196,41.52575600935381,80.84555929840101
21,144.90960095,-37.74246036034483,2015,-33.286692756561905,74.69061069841445,182.6679141533908
22,144.90960095,-37.738310646551724,2015,22.504215185554628,115.10371824370881,207.70322130186298
23,144.90960095,-37.73416093275862,2015,32.62635704296973,98.55699201551553,164.48762698806132
24,144.90960095,-37.730011218965515,2015,-19.200251691560055,42.51304325912893,104.22633820981791
25,144.90960095,-37.72586150517241,2015,-1.5953047445174207,13.031395300306817,27.658095345131056
26,144.90960095,-37.721711791379306,2015,2.1188788959149703,3.8855754854383506,5.652272074961731
27,144.90960095,-37.71756207758621,2015,-2.1534387202608882,1.3582458212606396,4.869930362782167
28,144.90960095,-37.713412363793104,2015,-2.0688768830036484,0.4406261149792906,2.9501291129622293
29,144.90960095,-37.70926265,2015,-1.7441994942364787,0.18644730517502997,2.117094104586539
30,144.91420705689654,-37.82960435,2015,-2.2509531877852726,-0.07596796948542024,2.099017248814432
31,144.91420705689654,-37.82545463620689,2015,-1.8397350598824351,-0.3607320964678181,1.1182708669467987
32,144.91420705689654,-37.82130492241379,2015,-1.7541585475104577,-0.3968059307779394,0.9605466859545788
33,144.91420705689654,-37.81715520862069,2015,-2.042017956212035,-0.02401535343808932,1.9939872493358561
34,144.91420705689654,-37.813005494827586,2015,-4.510901969018881,2.3024748118293035,9.115851592677487
35,144.91420705689654,-37.80885578103448,2015,-18.939518094020436,17.179249876379295,53.298017846779025
36,144.91420705689654,-37.804706067241376,2015,-61.025592734247994,88.59260813624888,238.21080900674576
37,144.91420705689654,-37.80055635344827,2015,-148.23359275125557,215.7096728079635,579.6529383671825
38,144.91420705689654,-37.79640663965517,2015,-206.3058119636443,238.6368616906971,683.5795353450385
39,144.91420705689654,-37.79225692586207,2015,-115.24028498953228,171.22706164370888,457.69440827695007
40,144.91420705689654,-37.788107212068965,2015,-60.62084594756975,102.59228470000686,265.80541534758345
41,144.91420705689654,-37.78395749827586,2015,-50.05134932734207,59.5542998959049,169.15994911915186
