CMDLINE python test.py
MEM 386.960938 1691075144.6151
MEM 387.218750 1691075144.7156
MEM 387.476562 1691075144.8161
MEM 387.476562 1691075144.9166
MEM 387.476562 1691075145.0170
MEM 387.476562 1691075145.1174
MEM 387.476562 1691075145.2178
MEM 387.476562 1691075145.3183
MEM 387.734375 1691075145.4189
MEM 387.734375 1691075145.5195
MEM 387.734375 1691075145.6199
MEM 387.734375 1691075145.7203
MEM 387.734375 1691075145.8207
MEM 387.992188 1691075145.9211
MEM 387.992188 1691075146.0215
MEM 387.992188 1691075146.1221
MEM 387.992188 1691075146.2226
MEM 387.992188 1691075146.3230
MEM 387.992188 1691075146.4235
MEM 387.992188 1691075146.5240
MEM 387.992188 1691075146.6244
MEM 387.992188 1691075146.7249
MEM 387.992188 1691075146.8254
MEM 387.992188 1691075146.9259
MEM 387.992188 1691075147.0264
MEM 387.992188 1691075147.1269
MEM 387.992188 1691075147.2273
MEM 387.992188 1691075147.3277
MEM 387.992188 1691075147.4281
MEM 388.250000 1691075147.5285
MEM 388.250000 1691075147.6290
MEM 388.250000 1691075147.7300
MEM 388.250000 1691075147.8304
MEM 388.250000 1691075147.9309
MEM 388.250000 1691075148.0314
MEM 388.250000 1691075148.1318
MEM 388.250000 1691075148.2323
MEM 388.250000 1691075148.3326
MEM 408.246094 1691075148.4332
MEM 414.109375 1691075148.5336
MEM 418.234375 1691075148.6341
MEM 422.617188 1691075148.7347
MEM 423.390625 1691075148.8352
MEM 425.453125 1691075148.9357
MEM 426.742188 1691075149.0363
MEM 426.742188 1691075149.1369
MEM 427.515625 1691075149.2373
MEM 427.515625 1691075149.3378
MEM 430.914062 1691075149.4382
MEM 430.914062 1691075149.5386
MEM 429.855469 1691075149.6390
