CMDLINE python test.py
MEM 490.464844 1691073832.5276
MEM 490.464844 1691073832.6282
MEM 490.464844 1691073832.7287
MEM 490.464844 1691073832.8293
MEM 490.464844 1691073832.9296
MEM 490.464844 1691073833.0300
MEM 490.464844 1691073833.1305
MEM 490.464844 1691073833.2309
MEM 490.464844 1691073833.3313
MEM 490.464844 1691073833.4318
MEM 490.464844 1691073833.5322
MEM 490.464844 1691073833.6327
MEM 490.464844 1691073833.7334
MEM 490.464844 1691073833.8339
MEM 490.464844 1691073833.9345
MEM 490.464844 1691073834.0350
MEM 490.464844 1691073834.1354
MEM 490.464844 1691073834.2358
MEM 490.464844 1691073834.3363
MEM 490.464844 1691073834.4369
MEM 490.464844 1691073834.5373
MEM 490.464844 1691073834.6378
MEM 490.464844 1691073834.7384
MEM 490.464844 1691073834.8388
MEM 490.464844 1691073834.9395
MEM 490.464844 1691073835.0400
MEM 490.464844 1691073835.1404
MEM 490.464844 1691073835.2409
MEM 490.464844 1691073835.3412
MEM 490.464844 1691073835.4416
MEM 490.464844 1691073835.5419
MEM 490.464844 1691073835.6424
MEM 490.464844 1691073835.7428
MEM 490.464844 1691073835.8432
MEM 490.464844 1691073835.9436
MEM 490.464844 1691073836.0440
MEM 490.464844 1691073836.1444
MEM 490.464844 1691073836.2450
MEM 490.464844 1691073836.3456
MEM 490.464844 1691073836.4460
MEM 490.464844 1691073836.5465
MEM 490.464844 1691073836.6469
MEM 490.464844 1691073836.7473
MEM 490.464844 1691073836.8477
MEM 490.464844 1691073836.9481
MEM 519.414062 1691073837.0485
MEM 519.414062 1691073837.1489
MEM 519.414062 1691073837.2496
MEM 519.414062 1691073837.3504
MEM 526.687500 1691073837.4528
MEM 542.687500 1691073837.5533
MEM 606.910156 1691073837.6539
MEM 607.105469 1691073837.7543
MEM 607.105469 1691073837.8548
MEM 607.105469 1691073837.9553
MEM 607.105469 1691073838.0557
MEM 523.742188 1691073838.1562
MEM 607.117188 1691073838.2565
MEM 607.523438 1691073838.3569
MEM 612.417969 1691073838.4586
MEM 612.417969 1691073838.5591
MEM 612.417969 1691073838.6596
MEM 612.417969 1691073838.7602
MEM 612.417969 1691073838.8607
MEM 612.417969 1691073838.9611
MEM 612.417969 1691073839.0615
MEM 616.031250 1691073839.1620
MEM 616.031250 1691073839.2624
MEM 616.289062 1691073839.3629
MEM 616.289062 1691073839.4633
MEM 616.289062 1691073839.5637
MEM 616.546875 1691073839.6643
MEM 616.546875 1691073839.7648
MEM 616.417969 1691073839.8652
MEM 616.417969 1691073839.9657
MEM 616.417969 1691073840.0662
MEM 616.417969 1691073840.1668
MEM 616.417969 1691073840.2672
MEM 616.417969 1691073840.3678
MEM 616.417969 1691073840.4685
MEM 616.742188 1691073840.5690
MEM 616.742188 1691073840.6695
MEM 616.777344 1691073840.7702
MEM 616.777344 1691073840.8706
MEM 616.777344 1691073840.9712
MEM 616.777344 1691073841.0716
MEM 617.035156 1691073841.1721
MEM 617.292969 1691073841.2725
MEM 616.980469 1691073841.3729
MEM 636.652344 1691073841.4733
MEM 629.492188 1691073841.5737
MEM 636.191406 1691073841.6742
MEM 634.730469 1691073841.7746
MEM 629.871094 1691073841.8751
MEM 629.871094 1691073841.9754
MEM 629.871094 1691073842.0758
MEM 629.871094 1691073842.1763
MEM 629.890625 1691073842.2767
MEM 629.890625 1691073842.3775
MEM 629.890625 1691073842.4779
MEM 629.890625 1691073842.5783
MEM 629.890625 1691073842.6787
MEM 629.890625 1691073842.7791
MEM 631.160156 1691073842.8797
MEM 631.781250 1691073842.9801
MEM 631.781250 1691073843.0805
MEM 632.597656 1691073843.1809
MEM 632.597656 1691073843.2814
MEM 632.855469 1691073843.3819
MEM 632.855469 1691073843.4823
MEM 633.113281 1691073843.5827
MEM 633.371094 1691073843.6831
MEM 633.371094 1691073843.7835
MEM 633.628906 1691073843.8839
MEM 633.628906 1691073843.9843
MEM 633.886719 1691073844.0848
MEM 633.886719 1691073844.1853
MEM 634.144531 1691073844.2858
MEM 634.402344 1691073844.3862
MEM 634.402344 1691073844.4865
MEM 634.660156 1691073844.5869
MEM 634.917969 1691073844.6873
MEM 634.917969 1691073844.7877
MEM 635.175781 1691073844.8883
MEM 635.433594 1691073844.9887
MEM 635.433594 1691073845.0893
MEM 635.750000 1691073845.1898
MEM 635.750000 1691073845.2902
MEM 635.750000 1691073845.3905
MEM 635.750000 1691073845.4909
MEM 635.750000 1691073845.5914
MEM 635.750000 1691073845.6917
MEM 636.156250 1691073845.7921
MEM 636.156250 1691073845.8926
MEM 636.156250 1691073845.9930
MEM 636.156250 1691073846.0935
MEM 636.156250 1691073846.1940
MEM 636.156250 1691073846.2944
MEM 636.156250 1691073846.3949
MEM 636.156250 1691073846.4953
MEM 636.156250 1691073846.5957
MEM 636.472656 1691073846.6961
MEM 636.472656 1691073846.7966
MEM 636.730469 1691073846.8971
MEM 636.730469 1691073846.9976
MEM 636.988281 1691073847.0981
MEM 636.988281 1691073847.1985
MEM 636.988281 1691073847.2989
MEM 636.988281 1691073847.3995
MEM 636.988281 1691073847.5005
MEM 636.988281 1691073847.6010
MEM 636.988281 1691073847.7013
MEM 636.988281 1691073847.8018
MEM 636.988281 1691073847.9022
MEM 636.988281 1691073848.0026
MEM 636.988281 1691073848.1031
MEM 636.988281 1691073848.2035
MEM 636.988281 1691073848.3038
MEM 636.988281 1691073848.4043
MEM 636.988281 1691073848.5047
MEM 636.988281 1691073848.6051
MEM 636.988281 1691073848.7057
MEM 636.988281 1691073848.8064
MEM 637.246094 1691073848.9068
MEM 637.246094 1691073849.0072
MEM 637.503906 1691073849.1077
MEM 637.503906 1691073849.2081
MEM 637.503906 1691073849.3086
MEM 637.761719 1691073849.4093
MEM 637.761719 1691073849.5098
MEM 637.761719 1691073849.6103
MEM 638.019531 1691073849.7107
MEM 638.277344 1691073849.8117
MEM 638.277344 1691073849.9121
MEM 638.535156 1691073850.0125
MEM 638.535156 1691073850.1129
MEM 638.792969 1691073850.2134
MEM 638.792969 1691073850.3138
MEM 639.050781 1691073850.4142
MEM 639.308594 1691073850.5146
MEM 639.566406 1691073850.6151
MEM 639.566406 1691073850.7155
MEM 639.824219 1691073850.8160
MEM 640.082031 1691073850.9165
MEM 640.339844 1691073851.0168
MEM 645.238281 1691073851.1172
MEM 645.238281 1691073851.2176
MEM 645.238281 1691073851.3181
MEM 645.238281 1691073851.4185
MEM 645.496094 1691073851.5189
MEM 645.496094 1691073851.6194
MEM 645.496094 1691073851.7198
MEM 645.753906 1691073851.8202
MEM 645.753906 1691073851.9206
MEM 646.011719 1691073852.0210
MEM 646.011719 1691073852.1214
MEM 648.074219 1691073852.2218
MEM 648.074219 1691073852.3222
MEM 648.074219 1691073852.4230
MEM 648.332031 1691073852.5234
MEM 648.589844 1691073852.6240
MEM 648.847656 1691073852.7244
MEM 648.847656 1691073852.8248
MEM 649.105469 1691073852.9261
MEM 649.363281 1691073853.0265
MEM 649.363281 1691073853.1269
MEM 649.878906 1691073853.2273
MEM 650.136719 1691073853.3277
MEM 650.394531 1691073853.4281
MEM 650.394531 1691073853.5286
MEM 651.167969 1691073853.6291
MEM 651.425781 1691073853.7296
MEM 651.941406 1691073853.8300
MEM 652.199219 1691073853.9305
MEM 652.457031 1691073854.0310
MEM 653.230469 1691073854.1316
MEM 653.746094 1691073854.2320
MEM 654.003906 1691073854.3326
MEM 655.550781 1691073854.4330
MEM 655.550781 1691073854.5336
MEM 660.964844 1691073854.6340
MEM 660.964844 1691073854.7345
MEM 660.964844 1691073854.8350
MEM 661.222656 1691073854.9354
MEM 661.222656 1691073855.0359
MEM 661.480469 1691073855.1364
MEM 661.480469 1691073855.2370
MEM 663.800781 1691073855.3374
MEM 663.800781 1691073855.4379
MEM 663.800781 1691073855.5381
MEM 663.800781 1691073855.6387
MEM 663.800781 1691073855.7393
MEM 663.800781 1691073855.8396
MEM 664.160156 1691073855.9401
MEM 664.160156 1691073856.0406
MEM 664.160156 1691073856.1410
MEM 664.160156 1691073856.2416
MEM 664.160156 1691073856.3421
MEM 664.160156 1691073856.4425
MEM 664.160156 1691073856.5431
MEM 664.160156 1691073856.6437
MEM 664.160156 1691073856.7441
MEM 664.160156 1691073856.8447
MEM 664.160156 1691073856.9450
MEM 664.414062 1691073857.0454
MEM 664.414062 1691073857.1460
MEM 664.414062 1691073857.2464
MEM 664.671875 1691073857.3469
MEM 664.671875 1691073857.4473
MEM 664.671875 1691073857.5477
MEM 664.929688 1691073857.6482
MEM 664.929688 1691073857.7492
MEM 664.929688 1691073857.8496
MEM 665.187500 1691073857.9500
MEM 665.187500 1691073858.0504
MEM 665.187500 1691073858.1509
MEM 665.187500 1691073858.2514
MEM 665.445312 1691073858.3520
MEM 665.703125 1691073858.4525
MEM 665.703125 1691073858.5530
MEM 665.703125 1691073858.6534
MEM 665.703125 1691073858.7539
MEM 665.703125 1691073858.8542
MEM 665.703125 1691073858.9546
MEM 665.703125 1691073859.0550
MEM 665.960938 1691073859.1554
MEM 665.960938 1691073859.2558
MEM 665.960938 1691073859.3562
MEM 665.960938 1691073859.4566
MEM 665.960938 1691073859.5570
MEM 665.960938 1691073859.6574
MEM 665.960938 1691073859.7578
MEM 665.960938 1691073859.8582
MEM 665.960938 1691073859.9585
MEM 665.960938 1691073860.0589
MEM 665.960938 1691073860.1593
MEM 665.960938 1691073860.2598
MEM 665.960938 1691073860.3601
MEM 665.960938 1691073860.4605
MEM 665.960938 1691073860.5609
MEM 665.960938 1691073860.6613
MEM 665.960938 1691073860.7617
MEM 665.960938 1691073860.8622
MEM 666.218750 1691073860.9627
MEM 666.218750 1691073861.0632
MEM 666.218750 1691073861.1636
MEM 666.218750 1691073861.2640
MEM 666.218750 1691073861.3644
MEM 666.218750 1691073861.4648
MEM 666.218750 1691073861.5654
MEM 666.218750 1691073861.6658
MEM 666.218750 1691073861.7662
MEM 666.218750 1691073861.8666
MEM 666.218750 1691073861.9670
MEM 666.218750 1691073862.0674
MEM 666.218750 1691073862.1678
MEM 666.218750 1691073862.2683
MEM 666.218750 1691073862.3687
MEM 666.218750 1691073862.4693
MEM 666.218750 1691073862.5697
MEM 667.253906 1691073862.6701
MEM 681.429688 1691073862.7706
MEM 685.039062 1691073862.8717
MEM 689.164062 1691073862.9722
MEM 693.804688 1691073863.0726
MEM 694.320312 1691073863.1732
MEM 696.382812 1691073863.2736
MEM 696.382812 1691073863.3741
MEM 697.929688 1691073863.4745
MEM 697.929688 1691073863.5749
MEM 698.703125 1691073863.6753
MEM 698.703125 1691073863.7758
MEM 701.023438 1691073863.8762
MEM 702.054688 1691073863.9768
MEM 702.632812 1691073864.0774
MEM 702.632812 1691073864.1778
MEM 702.632812 1691073864.2782
MEM 702.632812 1691073864.3787
MEM 702.632812 1691073864.4791
MEM 702.632812 1691073864.5795
MEM 702.632812 1691073864.6799
MEM 702.632812 1691073864.7802
MEM 702.632812 1691073864.8806
MEM 702.632812 1691073864.9811
MEM 702.632812 1691073865.0817
MEM 702.632812 1691073865.1821
MEM 702.632812 1691073865.2826
MEM 702.632812 1691073865.3839
MEM 702.632812 1691073865.4843
MEM 702.632812 1691073865.5848
MEM 702.632812 1691073865.6852
MEM 702.632812 1691073865.7856
MEM 702.632812 1691073865.8861
MEM 702.632812 1691073865.9865
MEM 702.632812 1691073866.0869
MEM 702.632812 1691073866.1873
MEM 702.632812 1691073866.2878
MEM 702.632812 1691073866.3881
MEM 702.632812 1691073866.4885
MEM 702.632812 1691073866.5889
MEM 702.632812 1691073866.6893
MEM 702.632812 1691073866.7896
MEM 702.632812 1691073866.8900
MEM 702.632812 1691073866.9904
MEM 702.632812 1691073867.0907
MEM 702.632812 1691073867.1911
MEM 702.632812 1691073867.2916
MEM 702.632812 1691073867.3892
MEM 702.632812 1691073867.4897
MEM 702.632812 1691073867.5901
MEM 702.632812 1691073867.6906
MEM 702.632812 1691073867.7910
MEM 702.632812 1691073867.8914
MEM 702.632812 1691073867.9923
MEM 702.632812 1691073868.0927
MEM 702.632812 1691073868.1931
MEM 702.632812 1691073868.2935
MEM 702.632812 1691073868.3939
MEM 702.632812 1691073868.4943
MEM 702.632812 1691073868.5947
MEM 702.632812 1691073868.6951
MEM 702.632812 1691073868.7955
MEM 702.632812 1691073868.8959
MEM 702.632812 1691073868.9963
MEM 702.632812 1691073869.0967
MEM 702.632812 1691073869.1971
MEM 702.632812 1691073869.2975
MEM 702.632812 1691073869.3979
MEM 702.632812 1691073869.4984
MEM 702.632812 1691073869.5989
MEM 702.632812 1691073869.6993
MEM 702.632812 1691073869.7996
MEM 702.632812 1691073869.9000
MEM 702.632812 1691073870.0006
MEM 702.632812 1691073870.1010
MEM 702.632812 1691073870.2015
MEM 702.632812 1691073870.3019
MEM 702.632812 1691073870.4024
MEM 702.632812 1691073870.5027
MEM 702.632812 1691073870.6031
MEM 702.632812 1691073870.7035
MEM 702.632812 1691073870.8040
MEM 702.632812 1691073870.9044
MEM 702.632812 1691073871.0047
MEM 702.632812 1691073871.1050
MEM 702.632812 1691073871.2062
MEM 702.632812 1691073871.3079
MEM 702.632812 1691073871.4084
MEM 702.632812 1691073871.5089
MEM 702.632812 1691073871.6093
MEM 702.632812 1691073871.7104
MEM 702.632812 1691073871.8118
MEM 702.632812 1691073871.9122
MEM 702.632812 1691073872.0126
MEM 702.632812 1691073872.1131
MEM 702.632812 1691073872.2135
MEM 702.632812 1691073872.3140
MEM 702.632812 1691073872.4144
MEM 702.632812 1691073872.5149
MEM 702.632812 1691073872.6153
MEM 702.632812 1691073872.7158
MEM 702.632812 1691073872.8162
MEM 702.632812 1691073872.9168
MEM 702.632812 1691073873.0173
MEM 702.632812 1691073873.1184
MEM 702.632812 1691073873.2187
MEM 702.632812 1691073873.3192
MEM 702.632812 1691073873.4196
MEM 702.632812 1691073873.5200
MEM 702.632812 1691073873.6204
MEM 702.632812 1691073873.7208
MEM 702.632812 1691073873.8211
MEM 702.632812 1691073873.9217
MEM 702.632812 1691073874.0221
MEM 702.632812 1691073874.1226
MEM 702.632812 1691073874.2231
MEM 702.632812 1691073874.3234
MEM 702.632812 1691073874.4238
MEM 702.632812 1691073874.5242
MEM 702.632812 1691073874.6246
MEM 702.632812 1691073874.7251
MEM 702.632812 1691073874.8254
MEM 702.632812 1691073874.9259
MEM 702.632812 1691073875.0263
MEM 702.632812 1691073875.1267
MEM 702.632812 1691073875.2271
MEM 702.632812 1691073875.3275
MEM 702.632812 1691073875.4279
MEM 702.632812 1691073875.5283
MEM 702.632812 1691073875.6287
MEM 702.632812 1691073875.7291
MEM 702.632812 1691073875.8295
MEM 702.632812 1691073875.9298
MEM 702.632812 1691073876.0302
MEM 702.632812 1691073876.1305
MEM 702.632812 1691073876.2310
MEM 702.632812 1691073876.3316
MEM 702.632812 1691073876.4321
MEM 702.632812 1691073876.5324
MEM 702.632812 1691073876.6329
MEM 702.632812 1691073876.7334
MEM 702.632812 1691073876.8339
MEM 702.632812 1691073876.9342
MEM 702.632812 1691073877.0347
MEM 702.632812 1691073877.1352
MEM 702.632812 1691073877.2357
MEM 702.632812 1691073877.3363
MEM 702.632812 1691073877.4367
MEM 702.632812 1691073877.5372
MEM 702.632812 1691073877.6377
MEM 702.632812 1691073877.7381
MEM 702.632812 1691073877.8385
MEM 702.632812 1691073877.9390
MEM 702.632812 1691073878.0394
MEM 702.632812 1691073878.1399
MEM 702.632812 1691073878.2410
MEM 702.632812 1691073878.3413
MEM 702.632812 1691073878.4418
MEM 702.632812 1691073878.5423
MEM 702.632812 1691073878.6428
MEM 702.632812 1691073878.7432
MEM 702.632812 1691073878.8436
MEM 702.632812 1691073878.9441
MEM 702.632812 1691073879.0446
MEM 702.632812 1691073879.1451
MEM 702.632812 1691073879.2458
MEM 702.632812 1691073879.3463
MEM 702.632812 1691073879.4470
MEM 702.632812 1691073879.5476
MEM 702.632812 1691073879.6483
MEM 702.632812 1691073879.7488
MEM 702.632812 1691073879.8493
MEM 702.632812 1691073879.9497
MEM 702.632812 1691073880.0501
MEM 702.632812 1691073880.1506
MEM 702.632812 1691073880.2511
MEM 702.632812 1691073880.3516
MEM 702.632812 1691073880.4520
MEM 702.632812 1691073880.5524
MEM 702.632812 1691073880.6529
MEM 702.632812 1691073880.7537
MEM 702.632812 1691073880.8542
MEM 702.632812 1691073880.9546
MEM 702.632812 1691073881.0552
MEM 702.632812 1691073881.1556
MEM 702.632812 1691073881.2560
MEM 702.632812 1691073881.3564
MEM 702.632812 1691073881.4568
MEM 702.632812 1691073881.5571
MEM 702.632812 1691073881.6575
MEM 702.632812 1691073881.7579
MEM 702.632812 1691073881.8583
MEM 702.632812 1691073881.9586
MEM 702.632812 1691073882.0590
MEM 702.632812 1691073882.1594
MEM 702.632812 1691073882.2598
MEM 702.632812 1691073882.3602
MEM 702.632812 1691073882.4606
MEM 702.632812 1691073882.5609
MEM 702.632812 1691073882.6613
MEM 702.632812 1691073882.7617
MEM 702.632812 1691073882.8621
MEM 702.632812 1691073882.9625
MEM 702.632812 1691073883.0629
MEM 702.632812 1691073883.1634
MEM 702.632812 1691073883.2637
MEM 702.632812 1691073883.3649
MEM 702.632812 1691073883.4653
MEM 702.632812 1691073883.5659
MEM 702.632812 1691073883.6663
MEM 702.632812 1691073883.7668
MEM 702.632812 1691073883.8672
MEM 702.632812 1691073883.9679
MEM 702.632812 1691073884.0684
MEM 702.632812 1691073884.1688
MEM 702.632812 1691073884.2693
MEM 702.632812 1691073884.3698
MEM 702.632812 1691073884.4703
MEM 702.632812 1691073884.5707
MEM 702.632812 1691073884.6711
MEM 702.632812 1691073884.7718
MEM 702.632812 1691073884.8722
MEM 702.632812 1691073884.9727
MEM 702.632812 1691073885.0731
MEM 702.632812 1691073885.1735
MEM 702.632812 1691073885.2740
MEM 702.632812 1691073885.3744
MEM 702.632812 1691073885.4749
MEM 702.632812 1691073885.5756
MEM 702.632812 1691073885.6760
MEM 702.632812 1691073885.7766
MEM 731.382812 1691073885.8771
MEM 731.382812 1691073885.9775
MEM 731.382812 1691073886.0780
MEM 731.382812 1691073886.1785
MEM 731.382812 1691073886.2789
MEM 731.382812 1691073886.3793
MEM 731.382812 1691073886.4798
MEM 731.382812 1691073886.5805
MEM 731.382812 1691073886.6811
MEM 731.382812 1691073886.7816
MEM 730.710938 1691073886.8820
MEM 730.710938 1691073886.9825
MEM 730.710938 1691073887.0829
MEM 730.710938 1691073887.1833
MEM 730.710938 1691073887.2839
MEM 730.710938 1691073887.3844
MEM 730.710938 1691073887.4852
MEM 730.710938 1691073887.5858
MEM 730.710938 1691073887.6862
MEM 730.710938 1691073887.7867
MEM 730.710938 1691073887.8872
MEM 730.710938 1691073887.9877
MEM 730.710938 1691073888.0883
MEM 730.710938 1691073888.1888
MEM 730.710938 1691073888.2893
MEM 730.710938 1691073888.3898
MEM 730.710938 1691073888.4905
MEM 730.710938 1691073888.5923
MEM 730.710938 1691073888.6927
MEM 730.710938 1691073888.7931
MEM 730.710938 1691073888.8936
MEM 730.710938 1691073888.9942
MEM 730.710938 1691073889.0947
MEM 730.710938 1691073889.1951
MEM 730.710938 1691073889.2955
MEM 730.710938 1691073889.3959
MEM 730.710938 1691073889.4963
MEM 730.710938 1691073889.5967
MEM 730.710938 1691073889.6971
MEM 730.710938 1691073889.7975
MEM 730.710938 1691073889.8981
MEM 730.710938 1691073889.9985
MEM 730.710938 1691073890.0989
MEM 730.710938 1691073890.1993
MEM 730.710938 1691073890.2998
MEM 730.710938 1691073890.4002
MEM 730.710938 1691073890.5007
MEM 730.710938 1691073890.6015
MEM 730.710938 1691073890.7021
MEM 730.710938 1691073890.8026
MEM 730.710938 1691073890.9031
MEM 730.710938 1691073891.0035
MEM 730.710938 1691073891.1039
MEM 730.710938 1691073891.2044
MEM 730.710938 1691073891.3048
MEM 730.710938 1691073891.4053
MEM 730.710938 1691073891.5058
MEM 730.710938 1691073891.6063
MEM 730.710938 1691073891.7069
MEM 730.710938 1691073891.8074
MEM 730.710938 1691073891.9079
MEM 730.710938 1691073892.0084
MEM 730.710938 1691073892.1088
MEM 730.710938 1691073892.2093
MEM 730.710938 1691073892.3097
MEM 730.710938 1691073892.4102
MEM 730.710938 1691073892.5106
MEM 730.710938 1691073892.6112
MEM 730.710938 1691073892.7118
MEM 730.710938 1691073892.8123
MEM 730.710938 1691073892.9129
MEM 730.710938 1691073893.0134
MEM 730.710938 1691073893.1139
MEM 730.710938 1691073893.2144
MEM 730.710938 1691073893.3148
MEM 730.710938 1691073893.4153
MEM 730.710938 1691073893.5158
MEM 730.710938 1691073893.6166
MEM 730.710938 1691073893.7169
MEM 730.710938 1691073893.8174
MEM 730.710938 1691073893.9179
MEM 730.710938 1691073894.0184
MEM 730.710938 1691073894.1189
MEM 730.710938 1691073894.2193
MEM 730.710938 1691073894.3198
MEM 730.710938 1691073894.4202
MEM 730.710938 1691073894.5207
MEM 730.710938 1691073894.6212
MEM 730.710938 1691073894.7216
MEM 730.710938 1691073894.8221
MEM 730.710938 1691073894.9227
MEM 730.710938 1691073895.0233
MEM 730.710938 1691073895.1237
MEM 730.710938 1691073895.2241
MEM 730.710938 1691073895.3245
MEM 730.710938 1691073895.4249
MEM 730.710938 1691073895.5252
MEM 730.710938 1691073895.6256
MEM 730.710938 1691073895.7260
MEM 730.710938 1691073895.8264
MEM 730.710938 1691073895.9269
MEM 730.710938 1691073896.0272
MEM 730.710938 1691073896.1276
MEM 730.710938 1691073896.2280
MEM 730.710938 1691073896.3284
MEM 730.710938 1691073896.4288
MEM 730.710938 1691073896.5292
MEM 730.710938 1691073896.6296
MEM 730.710938 1691073896.7300
MEM 730.710938 1691073896.8303
MEM 730.710938 1691073896.9308
MEM 730.710938 1691073897.0313
MEM 730.710938 1691073897.1318
MEM 730.710938 1691073897.2322
MEM 730.710938 1691073897.3325
MEM 730.710938 1691073897.4372
MEM 730.710938 1691073897.5377
MEM 730.710938 1691073897.6381
MEM 730.710938 1691073897.7384
MEM 730.710938 1691073897.8388
MEM 730.710938 1691073897.9393
MEM 730.710938 1691073898.0396
MEM 730.710938 1691073898.1400
MEM 730.710938 1691073898.2404
MEM 730.710938 1691073898.3409
MEM 730.710938 1691073898.4412
MEM 730.710938 1691073898.5416
MEM 730.710938 1691073898.6420
MEM 730.710938 1691073898.7430
MEM 730.710938 1691073898.8434
MEM 730.710938 1691073898.9440
MEM 730.710938 1691073899.0443
MEM 730.710938 1691073899.1448
MEM 730.710938 1691073899.2452
MEM 730.710938 1691073899.3457
MEM 730.710938 1691073899.4461
MEM 730.710938 1691073899.5466
MEM 730.710938 1691073899.6471
MEM 730.710938 1691073899.7476
MEM 730.710938 1691073899.8480
MEM 730.710938 1691073899.9486
MEM 730.710938 1691073900.0492
MEM 730.710938 1691073900.1495
MEM 730.710938 1691073900.2500
MEM 730.710938 1691073900.3506
MEM 730.710938 1691073900.4511
MEM 730.710938 1691073900.5516
MEM 730.710938 1691073900.6521
MEM 730.710938 1691073900.7525
MEM 730.710938 1691073900.8533
MEM 730.710938 1691073900.9537
MEM 730.710938 1691073901.0542
MEM 730.710938 1691073901.1547
MEM 730.710938 1691073901.2551
MEM 730.710938 1691073901.3554
MEM 730.710938 1691073901.4558
MEM 730.710938 1691073901.5562
MEM 730.710938 1691073901.6566
MEM 730.710938 1691073901.7571
MEM 730.710938 1691073901.8575
MEM 730.710938 1691073901.9579
MEM 730.710938 1691073902.0583
MEM 730.710938 1691073902.1587
MEM 730.710938 1691073902.2591
MEM 730.710938 1691073902.3596
MEM 730.710938 1691073902.4600
MEM 730.710938 1691073902.5604
MEM 730.710938 1691073902.6608
MEM 730.710938 1691073902.7612
MEM 730.710938 1691073902.8616
MEM 730.710938 1691073902.9621
MEM 730.710938 1691073903.0625
MEM 730.710938 1691073903.1629
MEM 730.710938 1691073903.2633
MEM 730.710938 1691073903.3636
MEM 730.710938 1691073903.4640
MEM 730.710938 1691073903.5644
MEM 730.710938 1691073903.6648
MEM 730.710938 1691073903.7651
MEM 730.710938 1691073903.8660
MEM 730.710938 1691073903.9665
MEM 730.710938 1691073904.0669
MEM 730.710938 1691073904.1673
MEM 730.710938 1691073904.2678
MEM 730.710938 1691073904.3682
MEM 730.710938 1691073904.4686
MEM 730.710938 1691073904.5689
MEM 730.710938 1691073904.6694
MEM 730.710938 1691073904.7699
MEM 730.710938 1691073904.8704
MEM 730.710938 1691073904.9710
MEM 730.710938 1691073905.0714
MEM 730.710938 1691073905.1719
MEM 730.710938 1691073905.2726
MEM 730.710938 1691073905.3731
MEM 730.710938 1691073905.4736
MEM 730.710938 1691073905.5740
MEM 730.710938 1691073905.6744
MEM 730.710938 1691073905.7749
MEM 730.710938 1691073905.8754
MEM 730.710938 1691073905.9759
MEM 730.710938 1691073906.0762
MEM 730.710938 1691073906.1766
MEM 730.710938 1691073906.2770
MEM 730.710938 1691073906.3774
MEM 730.710938 1691073906.4778
MEM 730.710938 1691073906.5782
MEM 730.710938 1691073906.6788
MEM 730.710938 1691073906.7793
MEM 730.710938 1691073906.8798
MEM 730.710938 1691073906.9803
MEM 730.710938 1691073907.0807
MEM 730.710938 1691073907.1812
MEM 730.710938 1691073907.2818
MEM 730.710938 1691073907.3823
MEM 730.710938 1691073907.4827
MEM 730.710938 1691073907.5831
MEM 730.710938 1691073907.6835
MEM 730.710938 1691073907.7839
MEM 730.710938 1691073907.8845
MEM 730.710938 1691073907.9849
MEM 730.710938 1691073908.0854
MEM 730.710938 1691073908.1858
MEM 730.710938 1691073908.2863
MEM 730.710938 1691073908.3868
MEM 730.710938 1691073908.4872
MEM 730.710938 1691073908.5876
MEM 730.710938 1691073908.6879
MEM 730.710938 1691073908.7884
MEM 730.710938 1691073908.8889
MEM 730.710938 1691073908.9898
MEM 730.710938 1691073909.0903
MEM 730.710938 1691073909.1908
MEM 730.710938 1691073909.2912
MEM 730.710938 1691073909.3917
MEM 759.781250 1691073909.4921
MEM 759.781250 1691073909.5926
MEM 759.781250 1691073909.6930
MEM 759.781250 1691073909.7933
MEM 759.781250 1691073909.8939
MEM 759.781250 1691073909.9942
MEM 759.781250 1691073910.0946
MEM 759.781250 1691073910.1949
MEM 759.781250 1691073910.2953
MEM 759.781250 1691073910.3970
MEM 759.781250 1691073910.4975
MEM 759.781250 1691073910.5980
MEM 759.781250 1691073910.6990
MEM 759.781250 1691073910.7994
MEM 759.781250 1691073910.8997
MEM 759.781250 1691073911.0001
MEM 759.781250 1691073911.1006
MEM 759.781250 1691073911.2009
MEM 759.781250 1691073911.3013
MEM 759.781250 1691073911.4016
MEM 759.781250 1691073911.5020
MEM 759.781250 1691073911.6025
MEM 759.781250 1691073911.7029
MEM 759.781250 1691073911.8033
MEM 759.781250 1691073911.9036
MEM 759.781250 1691073912.0040
MEM 759.781250 1691073912.1044
MEM 759.781250 1691073912.2049
MEM 759.781250 1691073912.3054
MEM 759.781250 1691073912.4060
MEM 759.781250 1691073912.5065
MEM 759.781250 1691073912.6070
MEM 759.781250 1691073912.7074
MEM 759.781250 1691073912.8080
MEM 759.781250 1691073912.9085
MEM 759.781250 1691073913.0089
MEM 759.781250 1691073913.1094
MEM 759.781250 1691073913.2100
MEM 759.781250 1691073913.3105
MEM 759.781250 1691073913.4108
MEM 759.781250 1691073913.5112
MEM 759.781250 1691073913.6117
MEM 759.781250 1691073913.7121
MEM 759.781250 1691073913.8127
MEM 759.781250 1691073913.9131
MEM 759.781250 1691073914.0136
MEM 759.781250 1691073914.1144
MEM 759.781250 1691073914.2148
MEM 759.781250 1691073914.3153
MEM 759.781250 1691073914.4156
MEM 759.781250 1691073914.5160
MEM 759.781250 1691073914.6165
MEM 759.781250 1691073914.7169
MEM 759.781250 1691073914.8173
MEM 759.781250 1691073914.9177
MEM 759.781250 1691073915.0182
