CMDLINE python test.py
MEM 431.835938 1691073778.5418
MEM 431.835938 1691073778.6421
MEM 431.835938 1691073778.7427
MEM 431.835938 1691073778.8432
MEM 431.835938 1691073778.9437
MEM 431.835938 1691073779.0442
MEM 431.835938 1691073779.1446
MEM 431.835938 1691073779.2451
MEM 431.835938 1691073779.3456
MEM 431.835938 1691073779.4461
MEM 431.835938 1691073779.5466
MEM 431.835938 1691073779.6470
MEM 431.835938 1691073779.7476
MEM 431.835938 1691073779.8481
MEM 431.835938 1691073779.9487
MEM 431.835938 1691073780.0491
MEM 431.835938 1691073780.1496
MEM 431.835938 1691073780.2500
MEM 431.835938 1691073780.3504
MEM 431.835938 1691073780.4509
MEM 431.835938 1691073780.5512
MEM 431.835938 1691073780.6518
MEM 431.835938 1691073780.7522
MEM 431.835938 1691073780.8534
MEM 431.835938 1691073780.9538
MEM 431.835938 1691073781.0542
MEM 431.835938 1691073781.1549
MEM 431.835938 1691073781.2554
MEM 431.835938 1691073781.3570
MEM 431.835938 1691073781.4576
MEM 431.835938 1691073781.5581
MEM 431.835938 1691073781.6586
MEM 431.835938 1691073781.7591
MEM 431.835938 1691073781.8596
MEM 431.835938 1691073781.9603
MEM 431.835938 1691073782.0607
MEM 431.835938 1691073782.1612
MEM 431.835938 1691073782.2618
MEM 431.835938 1691073782.3623
MEM 431.835938 1691073782.4629
MEM 431.835938 1691073782.5634
MEM 431.835938 1691073782.6638
MEM 431.835938 1691073782.7642
MEM 431.835938 1691073782.8646
MEM 431.835938 1691073782.9651
MEM 431.835938 1691073783.0656
MEM 431.835938 1691073783.1660
MEM 431.835938 1691073783.2665
MEM 431.835938 1691073783.3670
MEM 431.835938 1691073783.4674
MEM 431.835938 1691073783.5679
MEM 431.835938 1691073783.6684
MEM 431.835938 1691073783.7687
MEM 431.835938 1691073783.8692
MEM 431.835938 1691073783.9696
MEM 431.835938 1691073784.0702
MEM 431.835938 1691073784.1706
MEM 431.835938 1691073784.2710
MEM 431.835938 1691073784.3714
MEM 431.835938 1691073784.4719
MEM 431.835938 1691073784.5723
MEM 431.835938 1691073784.6728
MEM 431.835938 1691073784.7732
MEM 431.835938 1691073784.8735
MEM 431.835938 1691073784.9739
MEM 431.835938 1691073785.0743
MEM 431.835938 1691073785.1748
MEM 431.835938 1691073785.2752
MEM 431.835938 1691073785.3756
MEM 431.835938 1691073785.4759
MEM 431.835938 1691073785.5764
MEM 431.835938 1691073785.6768
MEM 431.835938 1691073785.7771
MEM 431.835938 1691073785.8776
MEM 431.835938 1691073785.9785
MEM 431.835938 1691073786.0789
MEM 431.835938 1691073786.1793
MEM 431.835938 1691073786.2797
MEM 431.835938 1691073786.3802
MEM 431.835938 1691073786.4807
MEM 431.835938 1691073786.5812
MEM 431.835938 1691073786.6817
MEM 431.835938 1691073786.7820
MEM 431.835938 1691073786.8826
MEM 431.835938 1691073786.9830
MEM 431.835938 1691073787.0834
MEM 431.835938 1691073787.1839
MEM 431.835938 1691073787.2844
MEM 431.835938 1691073787.3848
MEM 431.835938 1691073787.4851
MEM 431.835938 1691073787.5865
MEM 431.835938 1691073787.6871
MEM 431.835938 1691073787.7878
MEM 431.835938 1691073787.8884
MEM 431.835938 1691073787.9888
MEM 431.835938 1691073788.0908
MEM 431.835938 1691073788.1913
MEM 431.835938 1691073788.2917
MEM 431.835938 1691073788.3923
MEM 431.835938 1691073788.4928
MEM 431.835938 1691073788.5933
MEM 431.835938 1691073788.6937
MEM 431.835938 1691073788.7940
MEM 431.835938 1691073788.8946
MEM 431.835938 1691073788.9951
MEM 431.835938 1691073789.0955
MEM 431.835938 1691073789.1960
MEM 431.835938 1691073789.2965
MEM 431.835938 1691073789.3970
MEM 431.835938 1691073789.4974
MEM 431.835938 1691073789.5979
MEM 431.835938 1691073789.6983
MEM 431.835938 1691073789.7987
MEM 431.835938 1691073789.8992
MEM 431.835938 1691073789.9997
MEM 431.835938 1691073790.1000
MEM 431.835938 1691073790.2006
MEM 431.835938 1691073790.3011
MEM 431.835938 1691073790.4015
MEM 431.835938 1691073790.5021
MEM 431.835938 1691073790.6025
MEM 431.835938 1691073790.7029
MEM 431.835938 1691073790.8034
MEM 431.835938 1691073790.9040
MEM 431.835938 1691073791.0045
MEM 431.835938 1691073791.1056
MEM 431.835938 1691073791.2060
MEM 431.835938 1691073791.3065
MEM 431.835938 1691073791.4071
MEM 431.835938 1691073791.5076
MEM 431.835938 1691073791.6081
MEM 431.835938 1691073791.7087
MEM 431.835938 1691073791.8092
MEM 431.835938 1691073791.9097
MEM 431.835938 1691073792.0102
MEM 431.835938 1691073792.1107
MEM 431.835938 1691073792.2110
MEM 431.835938 1691073792.3115
MEM 431.835938 1691073792.4119
MEM 431.835938 1691073792.5123
MEM 431.835938 1691073792.6126
MEM 431.835938 1691073792.7130
MEM 431.835938 1691073792.8133
MEM 432.089844 1691073792.9138
MEM 432.089844 1691073793.0142
MEM 432.089844 1691073793.1146
MEM 461.191406 1691073793.2150
MEM 461.191406 1691073793.3154
MEM 461.191406 1691073793.4158
MEM 461.191406 1691073793.5162
MEM 461.191406 1691073793.6166
MEM 461.191406 1691073793.7171
MEM 461.191406 1691073793.8175
MEM 461.191406 1691073793.9178
MEM 461.191406 1691073794.0182
MEM 461.191406 1691073794.1186
MEM 461.191406 1691073794.2190
MEM 461.191406 1691073794.3200
MEM 461.191406 1691073794.4205
MEM 461.191406 1691073794.5219
MEM 461.191406 1691073794.6223
MEM 461.191406 1691073794.7226
MEM 461.191406 1691073794.8230
MEM 461.191406 1691073794.9233
MEM 461.191406 1691073795.0237
MEM 461.191406 1691073795.1241
MEM 461.191406 1691073795.2244
MEM 461.191406 1691073795.3248
MEM 461.191406 1691073795.4252
MEM 461.191406 1691073795.5257
MEM 461.191406 1691073795.6261
MEM 461.191406 1691073795.7266
MEM 461.191406 1691073795.8269
MEM 461.191406 1691073795.9273
MEM 461.191406 1691073796.0277
MEM 461.191406 1691073796.1281
MEM 461.191406 1691073796.2288
MEM 461.191406 1691073796.3291
MEM 461.191406 1691073796.4296
MEM 461.191406 1691073796.5299
MEM 461.191406 1691073796.6305
MEM 461.191406 1691073796.7311
MEM 461.191406 1691073796.8316
MEM 461.191406 1691073796.9320
MEM 461.191406 1691073797.0326
MEM 461.191406 1691073797.1330
MEM 461.191406 1691073797.2336
MEM 461.191406 1691073797.3340
MEM 461.191406 1691073797.4344
MEM 461.191406 1691073797.5349
MEM 461.191406 1691073797.6354
MEM 461.191406 1691073797.7358
MEM 461.191406 1691073797.8362
MEM 461.191406 1691073797.9366
MEM 461.191406 1691073798.0371
MEM 461.191406 1691073798.1376
MEM 461.191406 1691073798.2381
MEM 461.191406 1691073798.3385
MEM 461.191406 1691073798.4389
MEM 461.191406 1691073798.5395
MEM 461.191406 1691073798.6399
MEM 461.191406 1691073798.7404
MEM 461.191406 1691073798.8410
MEM 461.191406 1691073798.9416
MEM 461.191406 1691073799.0419
MEM 461.191406 1691073799.1424
MEM 461.191406 1691073799.2429
MEM 461.191406 1691073799.3435
MEM 461.191406 1691073799.4438
MEM 461.191406 1691073799.5442
MEM 461.191406 1691073799.6447
MEM 461.191406 1691073799.7450
MEM 461.191406 1691073799.8453
MEM 461.191406 1691073799.9457
MEM 461.191406 1691073800.0475
MEM 461.191406 1691073800.1483
MEM 461.191406 1691073800.2486
MEM 461.191406 1691073800.3504
MEM 461.191406 1691073800.4509
MEM 461.191406 1691073800.5513
MEM 461.191406 1691073800.6516
MEM 461.191406 1691073800.7520
MEM 461.191406 1691073800.8524
MEM 461.191406 1691073800.9528
MEM 461.191406 1691073801.0534
MEM 461.191406 1691073801.1538
MEM 461.191406 1691073801.2542
MEM 461.191406 1691073801.3551
MEM 461.191406 1691073801.4555
MEM 461.191406 1691073801.5559
MEM 461.191406 1691073801.6564
MEM 461.191406 1691073801.7570
MEM 461.191406 1691073801.8574
MEM 461.191406 1691073801.9580
MEM 461.191406 1691073802.0584
MEM 461.191406 1691073802.1591
MEM 461.191406 1691073802.2597
MEM 461.191406 1691073802.3602
MEM 461.191406 1691073802.4606
MEM 461.191406 1691073802.5609
MEM 461.191406 1691073802.6613
MEM 461.191406 1691073802.7617
MEM 461.191406 1691073802.8621
MEM 461.191406 1691073802.9624
MEM 461.191406 1691073803.0628
MEM 461.191406 1691073803.1633
MEM 461.191406 1691073803.2638
MEM 461.191406 1691073803.3642
MEM 461.191406 1691073803.4646
MEM 461.191406 1691073803.5650
MEM 461.191406 1691073803.6655
MEM 461.191406 1691073803.7659
MEM 461.191406 1691073803.8663
MEM 461.191406 1691073803.9666
MEM 461.191406 1691073804.0670
MEM 461.191406 1691073804.1674
MEM 461.191406 1691073804.2678
MEM 461.191406 1691073804.3682
MEM 461.191406 1691073804.4686
MEM 461.191406 1691073804.5689
MEM 461.191406 1691073804.6693
MEM 461.191406 1691073804.7698
MEM 461.191406 1691073804.8702
MEM 461.191406 1691073804.9705
MEM 461.191406 1691073805.0710
MEM 461.191406 1691073805.1714
MEM 461.191406 1691073805.2718
MEM 461.191406 1691073805.3722
MEM 461.191406 1691073805.4726
MEM 461.191406 1691073805.5730
MEM 461.191406 1691073805.6734
MEM 461.191406 1691073805.7739
MEM 461.191406 1691073805.8742
MEM 461.191406 1691073805.9747
MEM 461.191406 1691073806.0752
MEM 461.191406 1691073806.1756
MEM 461.191406 1691073806.2761
MEM 461.191406 1691073806.3766
MEM 461.191406 1691073806.4780
MEM 461.191406 1691073806.5784
MEM 461.191406 1691073806.6796
MEM 461.191406 1691073806.7801
MEM 461.191406 1691073806.8806
MEM 461.191406 1691073806.9811
MEM 461.191406 1691073807.0815
MEM 461.191406 1691073807.1820
MEM 461.191406 1691073807.2826
MEM 461.191406 1691073807.3827
MEM 461.191406 1691073807.4843
MEM 461.191406 1691073807.5848
MEM 461.191406 1691073807.6852
MEM 461.191406 1691073807.7857
MEM 461.191406 1691073807.8861
MEM 461.191406 1691073807.9867
MEM 461.191406 1691073808.0872
MEM 461.191406 1691073808.1877
MEM 461.191406 1691073808.2882
MEM 461.191406 1691073808.3887
MEM 461.191406 1691073808.4892
MEM 461.191406 1691073808.5897
MEM 461.191406 1691073808.6902
MEM 461.191406 1691073808.7987
MEM 461.191406 1691073808.8994
MEM 461.191406 1691073808.9999
MEM 461.191406 1691073809.1003
MEM 461.191406 1691073809.2007
MEM 461.191406 1691073809.3011
MEM 461.191406 1691073809.4017
MEM 461.191406 1691073809.5021
MEM 461.191406 1691073809.6027
MEM 461.191406 1691073809.7031
MEM 461.191406 1691073809.8035
MEM 461.191406 1691073809.9042
MEM 461.191406 1691073810.0047
MEM 461.191406 1691073810.1054
MEM 461.191406 1691073810.2059
MEM 461.191406 1691073810.3064
MEM 461.191406 1691073810.4069
MEM 461.191406 1691073810.5074
MEM 461.191406 1691073810.6079
MEM 461.191406 1691073810.7084
MEM 461.191406 1691073810.8089
MEM 461.191406 1691073810.9142
MEM 461.191406 1691073811.0147
MEM 461.191406 1691073811.1152
MEM 461.191406 1691073811.2157
MEM 461.191406 1691073811.3162
MEM 461.191406 1691073811.4167
MEM 461.191406 1691073811.5172
MEM 461.191406 1691073811.6203
MEM 461.191406 1691073811.7207
MEM 461.191406 1691073811.8211
MEM 461.191406 1691073811.9216
MEM 461.191406 1691073812.0220
MEM 461.191406 1691073812.1225
MEM 461.191406 1691073812.2235
MEM 461.191406 1691073812.3241
MEM 461.191406 1691073812.4246
MEM 461.191406 1691073812.5250
MEM 461.191406 1691073812.6254
MEM 461.191406 1691073812.7258
MEM 461.191406 1691073812.8265
MEM 461.191406 1691073812.9271
MEM 461.191406 1691073813.0276
MEM 461.191406 1691073813.1282
MEM 461.191406 1691073813.2287
MEM 461.191406 1691073813.3292
MEM 461.191406 1691073813.4297
MEM 461.191406 1691073813.5302
MEM 461.191406 1691073813.6306
MEM 461.191406 1691073813.7310
MEM 461.191406 1691073813.8314
MEM 461.191406 1691073813.9330
MEM 461.191406 1691073814.0335
MEM 461.191406 1691073814.1338
MEM 461.191406 1691073814.2342
MEM 461.191406 1691073814.3348
MEM 461.191406 1691073814.4354
MEM 461.191406 1691073814.5358
MEM 461.191406 1691073814.6363
MEM 461.191406 1691073814.7368
MEM 461.191406 1691073814.8372
MEM 461.191406 1691073814.9376
MEM 461.191406 1691073815.0380
MEM 461.191406 1691073815.1384
MEM 461.191406 1691073815.2389
MEM 461.191406 1691073815.3393
MEM 461.191406 1691073815.4397
MEM 461.191406 1691073815.5402
MEM 461.191406 1691073815.6407
MEM 461.191406 1691073815.7412
MEM 461.191406 1691073815.8416
MEM 461.191406 1691073815.9421
MEM 461.191406 1691073816.0425
MEM 461.191406 1691073816.1430
MEM 461.191406 1691073816.2435
MEM 461.191406 1691073816.3439
MEM 461.191406 1691073816.4444
MEM 461.191406 1691073816.5449
MEM 461.191406 1691073816.6453
MEM 461.191406 1691073816.7461
MEM 461.191406 1691073816.8464
MEM 461.191406 1691073816.9468
MEM 461.191406 1691073817.0473
MEM 461.191406 1691073817.1478
MEM 461.191406 1691073817.2482
MEM 461.191406 1691073817.3487
MEM 461.191406 1691073817.4492
MEM 461.191406 1691073817.5496
MEM 490.464844 1691073817.6502
MEM 490.464844 1691073817.7506
MEM 490.464844 1691073817.8510
MEM 490.464844 1691073817.9514
MEM 490.464844 1691073818.0519
MEM 490.464844 1691073818.1525
MEM 490.464844 1691073818.2530
MEM 490.464844 1691073818.3535
MEM 490.464844 1691073818.4540
MEM 490.464844 1691073818.5544
MEM 490.464844 1691073818.6548
MEM 490.464844 1691073818.7554
MEM 490.464844 1691073818.8557
MEM 490.464844 1691073818.9563
MEM 490.464844 1691073819.0568
MEM 490.464844 1691073819.1573
MEM 490.464844 1691073819.2579
MEM 490.464844 1691073819.3583
MEM 490.464844 1691073819.4589
MEM 490.464844 1691073819.5594
MEM 490.464844 1691073819.6599
MEM 490.464844 1691073819.7605
MEM 490.464844 1691073819.8643
MEM 490.464844 1691073819.9647
MEM 490.464844 1691073820.0651
MEM 490.464844 1691073820.1655
MEM 490.464844 1691073820.2659
MEM 490.464844 1691073820.3663
MEM 490.464844 1691073820.4667
MEM 490.464844 1691073820.5671
MEM 490.464844 1691073820.6676
MEM 490.464844 1691073820.7680
MEM 490.464844 1691073820.8685
MEM 490.464844 1691073820.9689
MEM 490.464844 1691073821.0694
MEM 490.464844 1691073821.1698
MEM 490.464844 1691073821.2702
MEM 490.464844 1691073821.3705
MEM 490.464844 1691073821.4709
MEM 490.464844 1691073821.5714
MEM 490.464844 1691073821.6717
MEM 490.464844 1691073821.7722
MEM 490.464844 1691073821.8727
MEM 490.464844 1691073821.9731
MEM 490.464844 1691073822.0737
MEM 490.464844 1691073822.1741
MEM 490.464844 1691073822.2745
MEM 490.464844 1691073822.3750
MEM 490.464844 1691073822.4754
MEM 490.464844 1691073822.5759
MEM 490.464844 1691073822.6764
MEM 490.464844 1691073822.7768
MEM 490.464844 1691073822.8772
MEM 490.464844 1691073822.9777
MEM 490.464844 1691073823.0782
MEM 490.464844 1691073823.1788
MEM 490.464844 1691073823.2792
MEM 490.464844 1691073823.3797
MEM 490.464844 1691073823.4802
MEM 490.464844 1691073823.5806
MEM 490.464844 1691073823.6810
MEM 490.464844 1691073823.7815
MEM 490.464844 1691073823.8819
MEM 490.464844 1691073823.9824
MEM 490.464844 1691073824.0830
MEM 490.464844 1691073824.1835
MEM 490.464844 1691073824.2839
MEM 490.464844 1691073824.3844
MEM 490.464844 1691073824.4848
MEM 490.464844 1691073824.5853
MEM 490.464844 1691073824.6857
MEM 490.464844 1691073824.7860
MEM 490.464844 1691073824.8865
MEM 490.464844 1691073824.9869
MEM 490.464844 1691073825.0873
MEM 490.464844 1691073825.1878
MEM 490.464844 1691073825.2886
MEM 490.464844 1691073825.3895
MEM 490.464844 1691073825.4900
MEM 490.464844 1691073825.5905
MEM 490.464844 1691073825.6909
MEM 490.464844 1691073825.7916
MEM 490.464844 1691073825.8921
MEM 490.464844 1691073825.9930
MEM 490.464844 1691073826.0941
MEM 490.464844 1691073826.1945
MEM 490.464844 1691073826.2949
MEM 490.464844 1691073826.3954
MEM 490.464844 1691073826.4967
MEM 490.464844 1691073826.5976
MEM 490.464844 1691073826.6989
MEM 490.464844 1691073826.8003
MEM 490.464844 1691073826.9007
MEM 490.464844 1691073827.0016
MEM 490.464844 1691073827.1020
MEM 490.464844 1691073827.2026
MEM 490.464844 1691073827.3031
MEM 490.464844 1691073827.4035
MEM 490.464844 1691073827.5040
MEM 490.464844 1691073827.6045
MEM 490.464844 1691073827.7051
MEM 490.464844 1691073827.8056
MEM 490.464844 1691073827.9060
MEM 490.464844 1691073828.0064
MEM 490.464844 1691073828.1068
MEM 490.464844 1691073828.2072
MEM 490.464844 1691073828.3075
MEM 490.464844 1691073828.4079
MEM 490.464844 1691073828.5096
MEM 490.464844 1691073828.6100
MEM 490.464844 1691073828.7103
MEM 490.464844 1691073828.8107
MEM 490.464844 1691073828.9111
MEM 490.464844 1691073829.0115
MEM 490.464844 1691073829.1119
MEM 490.464844 1691073829.2123
MEM 490.464844 1691073829.3127
MEM 490.464844 1691073829.4131
MEM 490.464844 1691073829.5136
MEM 490.464844 1691073829.6140
MEM 490.464844 1691073829.7145
MEM 490.464844 1691073829.8149
MEM 490.464844 1691073829.9153
MEM 490.464844 1691073830.0157
MEM 490.464844 1691073830.1161
MEM 490.464844 1691073830.2165
MEM 490.464844 1691073830.3170
MEM 490.464844 1691073830.4174
MEM 490.464844 1691073830.5179
MEM 490.464844 1691073830.6183
MEM 490.464844 1691073830.7188
MEM 490.464844 1691073830.8193
MEM 490.464844 1691073830.9197
MEM 490.464844 1691073831.0202
MEM 490.464844 1691073831.1206
MEM 490.464844 1691073831.2210
MEM 490.464844 1691073831.3214
MEM 490.464844 1691073831.4218
MEM 490.464844 1691073831.5223
MEM 490.464844 1691073831.6227
MEM 490.464844 1691073831.7232
MEM 490.464844 1691073831.8237
MEM 490.464844 1691073831.9241
MEM 490.464844 1691073832.0246
MEM 490.464844 1691073832.1256
MEM 490.464844 1691073832.2261
MEM 490.464844 1691073832.3267
MEM 490.464844 1691073832.4271
