CMDLINE python test.py
MEM 486.652344 1691074598.6113
MEM 486.652344 1691074598.7117
MEM 486.652344 1691074598.8121
MEM 486.652344 1691074598.9125
MEM 486.652344 1691074599.0131
MEM 486.652344 1691074599.1135
MEM 486.652344 1691074599.2138
MEM 486.652344 1691074599.3142
MEM 486.652344 1691074599.4146
MEM 486.652344 1691074599.5149
MEM 486.652344 1691074599.6154
MEM 486.652344 1691074599.7157
MEM 486.652344 1691074599.8161
MEM 486.652344 1691074599.9165
MEM 486.652344 1691074600.0169
MEM 486.652344 1691074600.1173
MEM 486.652344 1691074600.2177
MEM 486.652344 1691074600.3180
MEM 486.652344 1691074600.4184
MEM 486.652344 1691074600.5189
MEM 486.652344 1691074600.6193
MEM 486.652344 1691074600.7200
MEM 486.652344 1691074600.8205
MEM 486.652344 1691074600.9211
MEM 486.652344 1691074601.0216
MEM 486.652344 1691074601.1220
MEM 486.652344 1691074601.2224
MEM 486.652344 1691074601.3228
MEM 486.652344 1691074601.4233
MEM 486.652344 1691074601.5238
MEM 486.652344 1691074601.6243
MEM 486.652344 1691074601.7248
MEM 486.652344 1691074601.8253
MEM 486.652344 1691074601.9258
MEM 486.652344 1691074602.0262
MEM 486.652344 1691074602.1267
MEM 486.652344 1691074602.2273
MEM 486.652344 1691074602.3278
MEM 486.652344 1691074602.4282
MEM 486.652344 1691074602.5286
MEM 486.652344 1691074602.6291
MEM 486.652344 1691074602.7295
MEM 486.652344 1691074602.8301
MEM 486.652344 1691074602.9306
MEM 486.652344 1691074603.0310
MEM 486.652344 1691074603.1315
MEM 486.652344 1691074603.2320
MEM 486.652344 1691074603.3324
MEM 486.652344 1691074603.4328
MEM 486.652344 1691074603.5333
MEM 486.652344 1691074603.6337
MEM 486.652344 1691074603.7341
MEM 486.652344 1691074603.8346
MEM 486.652344 1691074603.9351
MEM 486.652344 1691074604.0356
MEM 486.652344 1691074604.1365
MEM 486.652344 1691074604.2370
MEM 486.652344 1691074604.3374
MEM 486.652344 1691074604.4379
MEM 486.652344 1691074604.5382
MEM 486.652344 1691074604.6386
MEM 486.652344 1691074604.7392
MEM 486.652344 1691074604.8396
MEM 486.652344 1691074604.9401
MEM 486.652344 1691074605.0406
MEM 486.652344 1691074605.1411
MEM 486.652344 1691074605.2416
MEM 486.652344 1691074605.3420
MEM 486.652344 1691074605.4424
MEM 486.652344 1691074605.5428
MEM 486.652344 1691074605.6432
MEM 486.652344 1691074605.7436
MEM 486.652344 1691074605.8441
MEM 486.652344 1691074605.9445
MEM 486.652344 1691074606.0448
MEM 486.652344 1691074606.1452
MEM 486.652344 1691074606.2456
MEM 486.652344 1691074606.3465
MEM 486.652344 1691074606.4470
MEM 486.652344 1691074606.5474
MEM 486.652344 1691074606.6477
MEM 486.652344 1691074606.7481
MEM 486.652344 1691074606.8485
MEM 486.652344 1691074606.9491
MEM 486.652344 1691074607.0494
MEM 486.652344 1691074607.1498
MEM 486.652344 1691074607.2502
MEM 486.652344 1691074607.3507
MEM 486.652344 1691074607.4513
MEM 486.652344 1691074607.5518
MEM 486.652344 1691074607.6523
MEM 486.652344 1691074607.7529
MEM 486.652344 1691074607.8533
MEM 486.652344 1691074607.9538
MEM 486.652344 1691074608.0544
MEM 486.652344 1691074608.1550
MEM 486.652344 1691074608.2554
MEM 486.652344 1691074608.3559
MEM 486.652344 1691074608.4563
MEM 486.652344 1691074608.5568
MEM 486.652344 1691074608.6575
MEM 486.652344 1691074608.7580
MEM 486.652344 1691074608.8586
MEM 486.652344 1691074608.9590
MEM 486.652344 1691074609.0594
MEM 486.652344 1691074609.1600
MEM 486.652344 1691074609.2610
MEM 486.652344 1691074609.3614
MEM 486.652344 1691074609.4618
MEM 486.652344 1691074609.5624
MEM 486.652344 1691074609.6628
MEM 486.652344 1691074609.7632
MEM 486.652344 1691074609.8637
MEM 486.652344 1691074609.9641
MEM 486.652344 1691074610.0645
MEM 486.652344 1691074610.1649
MEM 486.652344 1691074610.2655
MEM 486.652344 1691074610.3660
MEM 486.652344 1691074610.4666
MEM 486.652344 1691074610.5671
MEM 486.652344 1691074610.6676
MEM 486.652344 1691074610.7680
MEM 486.652344 1691074610.8685
MEM 486.652344 1691074610.9690
MEM 486.652344 1691074611.0694
MEM 486.652344 1691074611.1699
MEM 486.652344 1691074611.2704
MEM 486.652344 1691074611.3709
MEM 486.652344 1691074611.4713
MEM 486.652344 1691074611.5717
MEM 486.652344 1691074611.6723
MEM 486.652344 1691074611.7727
MEM 486.652344 1691074611.8732
MEM 486.652344 1691074611.9736
MEM 486.652344 1691074612.0741
MEM 486.652344 1691074612.1745
MEM 486.652344 1691074612.2760
MEM 486.652344 1691074612.3764
MEM 486.652344 1691074612.4768
MEM 486.652344 1691074612.5771
MEM 486.652344 1691074612.6775
MEM 486.652344 1691074612.7779
MEM 486.652344 1691074612.8783
MEM 486.652344 1691074612.9787
MEM 486.652344 1691074613.0791
MEM 486.652344 1691074613.1794
MEM 486.652344 1691074613.2798
MEM 486.652344 1691074613.3801
MEM 486.652344 1691074613.4805
MEM 486.652344 1691074613.5809
MEM 486.652344 1691074613.6813
MEM 486.652344 1691074613.7816
MEM 486.652344 1691074613.8820
MEM 486.652344 1691074613.9823
MEM 486.652344 1691074614.0853
MEM 486.652344 1691074614.1857
MEM 486.652344 1691074614.2862
MEM 486.652344 1691074614.3870
MEM 486.652344 1691074614.4874
MEM 486.652344 1691074614.5879
MEM 486.652344 1691074614.6884
MEM 486.652344 1691074614.7888
MEM 486.652344 1691074614.8894
MEM 486.652344 1691074614.9898
MEM 486.652344 1691074615.0902
MEM 486.652344 1691074615.1908
MEM 486.652344 1691074615.2914
MEM 486.652344 1691074615.3918
MEM 486.652344 1691074615.4922
MEM 486.652344 1691074615.5930
MEM 486.652344 1691074615.6935
MEM 486.652344 1691074615.7938
MEM 486.652344 1691074615.8943
MEM 486.652344 1691074615.9947
MEM 486.652344 1691074616.0951
MEM 486.652344 1691074616.1955
MEM 486.652344 1691074616.2959
MEM 486.652344 1691074616.3962
MEM 486.652344 1691074616.4966
MEM 486.652344 1691074616.5971
MEM 486.652344 1691074616.6975
MEM 486.652344 1691074616.7979
MEM 486.652344 1691074616.8984
MEM 486.652344 1691074616.9990
MEM 515.664062 1691074617.0994
MEM 515.664062 1691074617.1998
MEM 602.902344 1691074617.3001
MEM 603.257812 1691074617.4006
MEM 603.257812 1691074617.5010
MEM 603.257812 1691074617.6015
MEM 603.257812 1691074617.7020
MEM 537.894531 1691074617.8026
MEM 608.667969 1691074617.9030
MEM 608.667969 1691074618.0035
MEM 608.667969 1691074618.1039
MEM 608.667969 1691074618.2044
MEM 608.667969 1691074618.3049
MEM 612.226562 1691074618.4054
MEM 612.226562 1691074618.5059
MEM 612.226562 1691074618.6064
MEM 612.484375 1691074618.7069
MEM 612.484375 1691074618.8074
MEM 612.742188 1691074618.9077
MEM 612.742188 1691074619.0082
MEM 613.000000 1691074619.1085
MEM 612.617188 1691074619.2090
MEM 612.617188 1691074619.3093
MEM 612.617188 1691074619.4097
MEM 612.617188 1691074619.5103
MEM 612.617188 1691074619.6110
MEM 612.617188 1691074619.7115
MEM 612.617188 1691074619.8119
MEM 613.000000 1691074619.9124
MEM 613.000000 1691074620.0128
MEM 613.000000 1691074620.1132
MEM 613.035156 1691074620.2136
MEM 613.035156 1691074620.3140
MEM 613.035156 1691074620.4145
MEM 613.035156 1691074620.5149
MEM 613.292969 1691074620.6153
MEM 613.292969 1691074620.7157
MEM 613.550781 1691074620.8160
MEM 613.750000 1691074620.9165
MEM 632.914062 1691074621.0169
MEM 625.750000 1691074621.1174
MEM 625.847656 1691074621.2179
MEM 626.144531 1691074621.3183
MEM 626.144531 1691074621.4187
MEM 626.144531 1691074621.5192
MEM 626.164062 1691074621.6196
MEM 626.164062 1691074621.7199
MEM 626.164062 1691074621.8204
MEM 627.437500 1691074621.9209
MEM 628.253906 1691074622.0213
MEM 628.992188 1691074622.1217
MEM 629.375000 1691074622.2221
MEM 629.375000 1691074622.3225
MEM 629.632812 1691074622.4229
MEM 629.890625 1691074622.5233
MEM 629.890625 1691074622.6237
MEM 630.148438 1691074622.7241
MEM 630.148438 1691074622.8244
MEM 630.406250 1691074622.9248
MEM 630.664062 1691074623.0252
MEM 630.664062 1691074623.1257
MEM 630.921875 1691074623.2260
MEM 631.179688 1691074623.3264
MEM 631.179688 1691074623.4269
MEM 631.437500 1691074623.5273
MEM 631.695312 1691074623.6279
MEM 631.953125 1691074623.7283
MEM 631.953125 1691074623.8291
MEM 632.222656 1691074623.9296
MEM 632.222656 1691074624.0301
MEM 632.222656 1691074624.1306
MEM 632.562500 1691074624.2310
MEM 632.562500 1691074624.3315
MEM 632.562500 1691074624.4320
MEM 632.562500 1691074624.5326
MEM 632.562500 1691074624.6337
MEM 632.562500 1691074624.7341
MEM 632.562500 1691074624.8345
MEM 632.878906 1691074624.9351
MEM 633.160156 1691074625.0358
MEM 633.417969 1691074625.1363
