,current_params,proposed_params,current_log_likelihood,proposed_log_likelihood,step_forward_log_probs,step_backward_log_probs,current_log_posterior,proposed_log_posterior,alpha,accepted
6838,"[0.09574749729544814, 0.24845199532940584, 88968837768080.3]","[0.07928153795548992, 0.25436548343963394, 89095479356463.7]",-213.31375501165908,-380.71516381339336,-22.72924805237681,-22.721388581211805,-213.31375501165908,-380.71516381339336,2.004034618945e-73,False
6839,"[0.09574749729544814, 0.24845199532940584, 88968837768080.3]","[0.0938137566165931, 0.24254189581015198, 90479205206584.44]",-213.31375501165908,-216.51721636665792,-22.47518349965764,-22.55000257633768,-213.31375501165908,-216.51721636665792,0.03769301682924466,False
6840,"[0.09574749729544814, 0.24845199532940584, 88968837768080.3]","[0.09340391503970187, 0.2417884312464998, 87998133521420.5]",-213.31375501165908,-217.91115648223212,-21.84418619101529,-21.954270103458136,-213.31375501165908,-217.91115648223212,0.009027449642910907,False
6841,"[0.09574749729544814, 0.24845199532940584, 88968837768080.3]","[0.08127057589979138, 0.2630059007858073, 88761849822984.97]",-213.31375501165908,-339.81896670728406,-23.277301865703457,-23.34748293457008,-213.31375501165908,-339.81896670728406,1.0690681168596475e-55,False
6842,"[0.09574749729544814, 0.24845199532940584, 88968837768080.3]","[0.09961640634662916, 0.2508372319466092, 89932476982407.77]",-213.31375501165908,-212.20623394694846,-21.800616819767463,-21.691649518064178,-213.31375501165908,-212.20623394694846,3.3753140316606327,True
6843,"[0.09961640634662916, 0.2508372319466092, 89932476982407.77]","[0.07834939054608382, 0.25287503882138107, 92222269392606.84]",-212.20623394694846,-400.9019570985178,-26.215669581842217,-25.993323094921962,-212.20623394694846,-400.9019570985178,1.4029833882167895e-82,False
6844,"[0.09961640634662916, 0.2508372319466092, 89932476982407.77]","[0.09596101860772924, 0.22429609393728042, 91073395072893.94]",-212.20623394694846,-212.75697928814424,-25.547908921885533,-25.30352676410495,-212.20623394694846,-212.75697928814424,0.7361192246083669,True
6845,"[0.09596101860772924, 0.22429609393728042, 91073395072893.94]","[0.10573143869808375, 0.2212121147805948, 91406753952188.22]",-212.75697928814424,-226.442267845996,-21.815965190520608,-21.703381163420712,-212.75697928814424,-226.442267845996,1.2748213194890038e-06,False
6846,"[0.09596101860772924, 0.22429609393728042, 91073395072893.94]","[0.08322061227595556, 0.21409807905377035, 90949633942637.25]",-212.75697928814424,-290.85895653768625,-22.423651689193257,-22.61817100602264,-212.75697928814424,-290.85895653768625,9.914334988039002e-35,False
6847,"[0.09596101860772924, 0.22429609393728042, 91073395072893.94]","[0.09354436591727988, 0.2535889576153004, 92691913448933.69]",-212.75697928814424,-217.44697755390632,-26.567575940984618,-27.069995452656432,-212.75697928814424,-217.44697755390632,0.005558551215458441,False
6848,"[0.09596101860772924, 0.22429609393728042, 91073395072893.94]","[0.09166591139231872, 0.21943933905008212, 89864475667970.73]",-212.75697928814424,-221.71388461810403,-22.04956502233727,-22.189656507720397,-212.75697928814424,-221.71388461810403,0.00011200166560092557,False
6849,"[0.09596101860772924, 0.22429609393728042, 91073395072893.94]","[0.10050175826292629, 0.23002539015162252, 90785453470467.17]",-212.75697928814424,-214.14078194370347,-21.549741420811294,-21.424774825932225,-212.75697928814424,-214.14078194370347,0.2839843747898293,False
6850,"[0.09596101860772924, 0.22429609393728042, 91073395072893.94]","[0.08797184375840232, 0.23500576901337353, 89886232285741.78]",-212.75697928814424,-244.24341054949207,-22.729928740108328,-22.823238618859026,-212.75697928814424,-244.24341054949207,1.9279363107861474e-14,False
6851,"[0.09596101860772924, 0.22429609393728042, 91073395072893.94]","[0.08452492800370749, 0.20925363867663768, 90416165163499.06]",-212.75697928814424,-272.7674856417333,-23.087699306013,-23.277618394195734,-212.75697928814424,-272.7674856417333,7.166175212165392e-27,False
6852,"[0.09596101860772924, 0.22429609393728042, 91073395072893.94]","[0.11051074892675852, 0.22378232169215348, 90178603593374.61]",-212.75697928814424,-241.057018100791,-22.67420810301592,-22.61000434752743,-212.75697928814424,-241.057018100791,5.461760380285628e-13,False
6853,"[0.09596101860772924, 0.22429609393728042, 91073395072893.94]","[0.09654078081447659, 0.21925276807495253, 90491343023783.89]",-212.75697928814424,-212.48092496680394,-21.456353324329534,-21.49731911059056,-212.75697928814424,-212.48092496680394,1.2650207624886167,True
6854,"[0.09654078081447659, 0.21925276807495253, 90491343023783.89]","[0.09636550477889334, 0.22463475744198722, 88218652136216.88]",-212.48092496680394,-212.47604022075743,-23.944860945050245,-23.867957138678406,-212.48092496680394,-212.47604022075743,1.085226317087273,True
6855,"[0.09636550477889334, 0.22463475744198722, 88218652136216.88]","[0.08123497144946469, 0.22482522465581947, 88549379528854.1]",-212.47604022075743,-328.7930197911205,-22.347724406054596,-22.41997969711111,-212.47604022075743,-328.7930197911205,2.83659639581369e-51,False
6856,"[0.09636550477889334, 0.22463475744198722, 88218652136216.88]","[0.09046873895184032, 0.22963682937415722, 90431788533976.92]",-212.47604022075743,-227.63618953495967,-23.87558074133173,-23.978322418364147,-212.47604022075743,-227.63618953495967,2.351855661453587e-07,False
6857,"[0.09636550477889334, 0.22463475744198722, 88218652136216.88]","[0.1015854404713661, 0.23121765575359243, 86231732901138.12]",-212.47604022075743,-214.73840342230125,-23.585538574360868,-23.42570084426928,-212.47604022075743,-214.73840342230125,0.12214755822467076,False
6858,"[0.09636550477889334, 0.22463475744198722, 88218652136216.88]","[0.08996910883781084, 0.23315033292626558, 88113251495925.23]",-212.47604022075743,-231.33701059690787,-21.719221544884164,-21.783925232580746,-212.47604022075743,-231.33701059690787,6.035096069213226e-09,False
6859,"[0.09636550477889334, 0.22463475744198722, 88218652136216.88]","[0.09832875679202832, 0.22094627971467592, 90448858884884.25]",-212.47604022075743,-212.60789599894665,-23.740716574013817,-23.765332064181983,-212.47604022075743,-212.60789599894665,0.8551560873890266,False
6860,"[0.09636550477889334, 0.22463475744198722, 88218652136216.88]","[0.0774584477668312, 0.2150372313833404, 89830744118642.86]",-212.47604022075743,-412.8457084096414,-24.75456768235992,-24.72664381344208,-212.47604022075743,-412.8457084096414,9.83299791257082e-88,False
6861,"[0.09636550477889334, 0.22463475744198722, 88218652136216.88]","[0.10295901659227684, 0.23133641191666296, 88160378124256.95]",-212.47604022075743,-217.51011786375156,-21.703318664173793,-21.541343413092015,-212.47604022075743,-217.51011786375156,0.007657249813231393,False
6862,"[0.09636550477889334, 0.22463475744198722, 88218652136216.88]","[0.09566457851292542, 0.22948225810243694, 88929068217194.44]",-212.47604022075743,-213.07797573106575,-21.569935248439464,-21.531819935011693,-212.47604022075743,-213.07797573106575,0.5690310955475659,False
6863,"[0.09636550477889334, 0.22463475744198722, 88218652136216.88]","[0.07478633485629076, 0.20853759821524429, 88058417335391.19]",-212.47604022075743,-501.13645173442507,-24.969891169955957,-24.71354667755414,-212.47604022075743,-501.13645173442507,5.593776810588419e-126,False
6864,"[0.09636550477889334, 0.22463475744198722, 88218652136216.88]","[0.10062266914140822, 0.2203283392106394, 87943073553723.75]",-212.47604022075743,-214.4546053980192,-21.41932670080118,-21.380443270964843,-212.47604022075743,-214.4546053980192,0.14374969120797265,False
6865,"[0.09636550477889334, 0.22463475744198722, 88218652136216.88]","[0.08761381256241997, 0.24573514499316718, 89121967175550.62]",-212.47604022075743,-249.20155783200107,-24.092266270705096,-24.30634782519056,-212.47604022075743,-249.20155783200107,9.064334390216132e-17,False
6866,"[0.09636550477889334, 0.22463475744198722, 88218652136216.88]","[0.09301497148500638, 0.2346069829655607, 89103184266571.1]",-212.47604022075743,-218.41857654688067,-22.125647743656344,-22.12100300268195,-212.47604022075743,-218.41857654688067,0.0026375849157614555,False
6867,"[0.09636550477889334, 0.22463475744198722, 88218652136216.88]","[0.08186035731923205, 0.2247440495453932, 88001758606861.39]",-212.47604022075743,-317.79192410797316,-22.208202380946517,-22.309766128167045,-212.47604022075743,-317.79192410797316,1.6511411307906371e-46,False
6868,"[0.09636550477889334, 0.22463475744198722, 88218652136216.88]","[0.09582029714789873, 0.21653840072859926, 87887294375307.05]",-212.47604022075743,-212.86484732200933,-21.52480301814441,-21.600786910382578,-212.47604022075743,-212.86484732200933,0.6282664032363388,True
6869,"[0.09582029714789873, 0.21653840072859926, 87887294375307.05]","[0.10482528938859638, 0.2190260142377707, 86900111609088.27]",-212.86484732200933,-222.7139912044666,-22.171903325414473,-22.033551766349035,-212.86484732200933,-222.7139912044666,6.0625659925801176e-05,False
6870,"[0.09582029714789873, 0.21653840072859926, 87887294375307.05]","[0.08611428926309954, 0.22465952871083478, 89854735186746.23]",-212.86484732200933,-258.9020047540257,-23.864970184540947,-23.967089979386138,-212.86484732200933,-258.9020047540257,9.161498216029712e-21,False
6871,"[0.09582029714789873, 0.21653840072859926, 87887294375307.05]","[0.09446451930641238, 0.20710878502016095, 87943098854984.42]",-212.86484732200933,-214.30185204940463,-21.58922005155115,-21.67897406261705,-212.86484732200933,-214.30185204940463,0.21723865471381026,True
6872,"[0.09446451930641238, 0.20710878502016095, 87943098854984.42]","[0.08809359111523635, 0.22256040788364825, 88920394694761.4]",-214.30185204940463,-241.8021536943997,-23.015941707268958,-23.092372646139978,-214.30185204940463,-241.8021536943997,1.0557891872434094e-12,False
6873,"[0.09446451930641238, 0.20710878502016095, 87943098854984.42]","[0.09905472436666324, 0.19207764134550448, 88731357197512.12]",-214.30185204940463,-214.7740927707279,-22.758044440653983,-22.69280151106276,-214.30185204940463,-214.7740927707279,0.6656456602238833,False
6874,"[0.09446451930641238, 0.20710878502016095, 87943098854984.42]","[0.09098650159677042, 0.19484302989586436, 88288849989334.38]",-214.30185204940463,-222.68632101831687,-21.988950765940395,-22.11437822656281,-214.30185204940463,-222.68632101831687,0.000201464689623354,False
6875,"[0.09446451930641238, 0.20710878502016095, 87943098854984.42]","[0.0991879029614799, 0.20064944423662512, 87077122920230.88]",-214.30185204940463,-213.95818820234354,-21.88430766449563,-21.86330819162475,-214.30185204940463,-213.95818820234354,1.4400290974294292,True
6876,"[0.0991879029614799, 0.20064944423662512, 87077122920230.88]","[0.09072395488224907, 0.19728848346269057, 88427316094123.3]",-213.95818820234354,-223.9049561371769,-22.42714581484466,-22.583542504062763,-213.95818820234354,-223.9049561371769,4.094975936268941e-05,False
6877,"[0.0991879029614799, 0.20064944423662512, 87077122920230.88]","[0.1007687534587952, 0.20518155672430663, 87268110222748.52]",-213.95818820234354,-215.74986745384757,-21.350655595218424,-21.273317269549764,-213.95818820234354,-215.74986745384757,0.1800823692468005,False
6878,"[0.0991879029614799, 0.20064944423662512, 87077122920230.88]","[0.09792472734475237, 0.19376443102191934, 85831984483084.58]",-213.95818820234354,-213.15467416310443,-22.149709383607725,-22.247960884062767,-213.95818820234354,-213.15467416310443,2.0243780929246884,True
6879,"[0.09792472734475237, 0.19376443102191934, 85831984483084.58]","[0.098330550700981, 0.21023726323675854, 85260365044688.39]",-213.15467416310443,-212.50928124858075,-22.707036020135607,-22.695071558665727,-213.15467416310443,-212.50928124858075,1.9296861555586329,True
6880,"[0.098330550700981, 0.21023726323675854, 85260365044688.39]","[0.1043465423019983, 0.1926173997065388, 85428714579540.52]",-212.50928124858075,-224.68596048636738,-22.985311674098835,-22.870779883740827,-212.50928124858075,-224.68596048636738,5.773988621160038e-06,False
6881,"[0.098330550700981, 0.21023726323675854, 85260365044688.39]","[0.08899387947769184, 0.2131460653672295, 83895699012640.8]",-212.50928124858075,-236.10363867408336,-22.52511464416487,-22.652375710374123,-212.50928124858075,-236.10363867408336,4.9869152449529365e-11,False
6882,"[0.098330550700981, 0.21023726323675854, 85260365044688.39]","[0.08843197005602464, 0.19848692358025644, 87699385150281.78]",-212.50928124858075,-236.35514105191353,-25.204715160399513,-25.465358157667595,-212.50928124858075,-236.35514105191353,3.3937422542276176e-11,False
6883,"[0.098330550700981, 0.21023726323675854, 85260365044688.39]","[0.11256822230311984, 0.22514527919025262, 85815016911342.16]",-212.50928124858075,-245.97787845991735,-23.528532892583012,-23.393512580321296,-212.50928124858075,-245.97787845991735,3.3374248140121257e-15,False
6884,"[0.098330550700981, 0.21023726323675854, 85260365044688.39]","[0.08015739565145624, 0.20547448773202268, 85071178891790.77]",-212.50928124858075,-346.7775963530181,-22.970078952159934,-22.975736805815604,-212.50928124858075,-346.7775963530181,4.847909245264744e-59,False
6885,"[0.098330550700981, 0.21023726323675854, 85260365044688.39]","[0.09246510045159949, 0.22153709323314918, 83600938553482.56]",-212.50928124858075,-220.28004891369048,-23.34034954611239,-23.39243177132363,-212.50928124858075,-220.28004891369048,0.0004004787344691161,False
6886,"[0.098330550700981, 0.21023726323675854, 85260365044688.39]","[0.08662361580026781, 0.2102244803809799, 85634438712437.9]",-212.50928124858075,-253.31746530267333,-21.870897407948956,-22.000593508069283,-212.50928124858075,-253.31746530267333,1.66304709594402e-18,False
6887,"[0.098330550700981, 0.21023726323675854, 85260365044688.39]","[0.10990629311433199, 0.2344754813064539, 85256239814508.11]",-212.50928124858075,-234.79775401672083,-24.75013980620717,-24.836096002975076,-212.50928124858075,-234.79775401672083,1.9182665986062548e-10,False
6888,"[0.098330550700981, 0.21023726323675854, 85260365044688.39]","[0.09523162684401096, 0.21669212766764237, 85834801189036.56]",-212.50928124858075,-213.51351743648686,-21.600950379440047,-21.59895715122292,-212.50928124858075,-213.51351743648686,0.367055227099499,False
6889,"[0.098330550700981, 0.21023726323675854, 85260365044688.39]","[0.11827696477251541, 0.1741141928658003, 85100437920574.92]",-212.50928124858075,-283.28370307483624,-30.3246731154213,-29.18505381075603,-212.50928124858075,-283.28370307483624,5.727822042779385e-31,False
6890,"[0.098330550700981, 0.21023726323675854, 85260365044688.39]","[0.10676515439626985, 0.21902615525058913, 84862092077353.69]",-212.50928124858075,-227.29088011340718,-22.089067522514977,-21.911415834088373,-212.50928124858075,-227.29088011340718,4.545548827926492e-07,False
6891,"[0.098330550700981, 0.21023726323675854, 85260365044688.39]","[0.10461748972876013, 0.21474532435920604, 86183778070753.48]",-212.50928124858075,-222.49335059294475,-21.985586777317888,-21.822879639786592,-212.50928124858075,-222.49335059294475,5.427959377895079e-05,False
6892,"[0.098330550700981, 0.21023726323675854, 85260365044688.39]","[0.08348553921563275, 0.19257606246408993, 86021104217808.81]",-212.50928124858075,-284.4942442042147,-24.10358547872435,-24.169391712180538,-212.50928124858075,-284.4942442042147,5.11385634899228e-32,False
6893,"[0.098330550700981, 0.21023726323675854, 85260365044688.39]","[0.1046669190804728, 0.21582994782467024, 87430016968252.31]",-212.50928124858075,-222.89366280275598,-23.95309248012067,-23.826371160078956,-212.50928124858075,-222.89366280275598,3.5087688846442016e-05,False
6894,"[0.098330550700981, 0.21023726323675854, 85260365044688.39]","[0.09648669430365471, 0.2034645744517576, 85136424567757.3]",-212.50928124858075,-212.53949001378408,-21.38472591352858,-21.480573004607493,-212.50928124858075,-212.53949001378408,0.8815656044309682,True
6895,"[0.09648669430365471, 0.2034645744517576, 85136424567757.3]","[0.10862137684070984, 0.1881451314251113, 85210514545103.23]",-212.53949001378408,-239.19118470345202,-23.13808387338611,-23.04965753225337,-212.53949001378408,-239.19118470345202,2.908835320005201e-12,False
6896,"[0.09648669430365471, 0.2034645744517576, 85136424567757.3]","[0.09095220469192278, 0.1982027510758508, 83387344988344.39]",-212.53949001378408,-224.11151091417278,-22.92363321306135,-23.07658137370037,-212.53949001378408,-224.11151091417278,8.089294306637839e-06,False
6897,"[0.09648669430365471, 0.2034645744517576, 85136424567757.3]","[0.08006529320499738, 0.2092422952974516, 83683195658801.84]",-212.53949001378408,-351.50566791922506,-23.758673971553378,-23.757029636473433,-212.53949001378408,-351.50566791922506,4.4511260195732704e-61,False
6898,"[0.09648669430365471, 0.2034645744517576, 85136424567757.3]","[0.10201734282025458, 0.203996661031502, 86378861402545.31]",-212.53949001378408,-217.9007742521273,-22.164587866038005,-22.045098413829216,-212.53949001378408,-217.9007742521273,0.005290752540032987,False
6899,"[0.09648669430365471, 0.2034645744517576, 85136424567757.3]","[0.07282870453241605, 0.2129959325452303, 86113081478358.33]",-212.53949001378408,-590.9249736570971,-25.2291915339826,-24.66205958544466,-212.53949001378408,-590.9249736570971,8.23331434956635e-165,False
6900,"[0.09648669430365471, 0.2034645744517576, 85136424567757.3]","[0.11048563291135545, 0.1972842283608108, 86259947691547.31]",-212.53949001378408,-244.51880392839195,-23.011264052211004,-22.955808269171936,-212.53949001378408,-244.51880392839195,1.3666099310954516e-14,False
6901,"[0.09648669430365471, 0.2034645744517576, 85136424567757.3]","[0.10614048490992069, 0.221335275124659, 83817309001411.52]",-212.53949001378408,-224.82039874694888,-24.167781274055187,-24.060137916418768,-212.53949001378408,-224.82039874694888,5.166756811210157e-06,False
6902,"[0.09648669430365471, 0.2034645744517576, 85136424567757.3]","[0.10020667436725987, 0.2046538052002396, 86147069493994.22]",-212.53949001378408,-214.7274664903876,-21.815265031672368,-21.715860839041827,-212.53949001378408,-214.7274664903876,0.12386385204387378,True
6903,"[0.10020667436725987, 0.2046538052002396, 86147069493994.22]","[0.09879166628242834, 0.21744866917076508, 85507748013703.03]",-214.7274664903876,-212.48051152918066,-22.21894796323628,-22.20497397876562,-214.7274664903876,-212.48051152918066,9.591995472120347,True
6904,"[0.09879166628242834, 0.21744866917076508, 85507748013703.03]","[0.09976851110588911, 0.21409525259465864, 87253109843435.95]",-212.48051152918066,-213.7096728228074,-22.75732285205026,-22.768237442811998,-212.48051152918066,-213.7096728228074,0.28936225902782003,False
6905,"[0.09879166628242834, 0.21744866917076508, 85507748013703.03]","[0.0923110445246028, 0.20738298751391313, 84963604265930.45]",-212.48051152918066,-219.53317907651976,-21.948025524301894,-22.13915188915502,-212.48051152918066,-219.53317907651976,0.0007145954981647668,False
6906,"[0.09879166628242834, 0.21744866917076508, 85507748013703.03]","[0.09541821271239177, 0.222329652142056, 85378087787995.6]",-212.48051152918066,-213.39870136568874,-21.348486590755382,-21.377538953688482,-212.48051152918066,-213.39870136568874,0.3878090500904272,True
6907,"[0.09541821271239177, 0.222329652142056, 85378087787995.6]","[0.09341687393200106, 0.21889365931446006, 84843321419200.38]",-213.39870136568874,-217.0833809823021,-21.359080078203075,-21.44224708493803,-213.39870136568874,-217.0833809823021,0.023101756547031872,False
6908,"[0.09541821271239177, 0.222329652142056, 85378087787995.6]","[0.11370328577454036, 0.21822005244553777, 85384634949490.45]",-213.39870136568874,-251.4434578141832,-22.905640264071334,-22.98077817353663,-213.39870136568874,-251.4434578141832,2.784455166824106e-17,False
6909,"[0.09541821271239177, 0.222329652142056, 85378087787995.6]","[0.09907888565822849, 0.20672605054644647, 84725816971739.61]",-213.39870136568874,-213.10306994625532,-22.6924547773234,-22.661059297961465,-213.39870136568874,-213.10306994625532,1.386838780971148,True
6910,"[0.09907888565822849, 0.20672605054644647, 84725816971739.61]","[0.09138647752646578, 0.1974474349327052, 82617101864712.92]",-213.10306994625532,-222.46587369943066,-24.04346459701714,-24.21456273378477,-213.10306994625532,-222.46587369943066,7.235674441551969e-05,False
6911,"[0.09907888565822849, 0.20672605054644647, 84725816971739.61]","[0.08873773580597646, 0.20875826125291516, 84798662267557.0]",-213.10306994625532,-236.81808881683597,-21.67721030969512,-21.798263913693443,-213.10306994625532,-236.81808881683597,4.4475952121992875e-11,False
6912,"[0.09907888565822849, 0.20672605054644647, 84725816971739.61]","[0.1039600401609184, 0.19284334377693618, 85248702459010.61]",-213.10306994625532,-223.53898855234993,-22.42386480735224,-22.37379709783184,-213.10306994625532,-223.53898855234993,3.086613602402747e-05,False
6913,"[0.09907888565822849, 0.20672605054644647, 84725816971739.61]","[0.08815974760622616, 0.22363795250360752, 87014969269711.27]",-213.10306994625532,-242.24192567612556,-25.741399794005254,-25.914793121524323,-213.10306994625532,-242.24192567612556,1.8614526016061712e-13,False
6914,"[0.09907888565822849, 0.20672605054644647, 84725816971739.61]","[0.09590710470680627, 0.193422822796198, 85062660438415.12]",-213.10306994625532,-212.9349438193,-22.11622395994113,-22.226111574925728,-213.10306994625532,-212.9349438193,1.0599677805672223,True
6915,"[0.09590710470680627, 0.193422822796198, 85062660438415.12]","[0.08092635473445386, 0.18604795238740976, 85671565841394.95]",-212.9349438193,-323.759159149022,-22.695238767677512,-22.83222468862457,-212.9349438193,-323.759159149022,6.458959947793005e-49,False
6916,"[0.09590710470680627, 0.193422822796198, 85062660438415.12]","[0.08518068059150882, 0.207919002380155, 85670665849076.92]",-212.9349438193,-267.53133734239583,-22.94649400775798,-23.03714520604896,-212.9349438193,-267.53133734239583,1.7771261027002905e-24,False
6917,"[0.09590710470680627, 0.193422822796198, 85062660438415.12]","[0.09091962982256166, 0.1885112735359738, 84241177300392.19]",-212.9349438193,-223.19934171675143,-21.6809729232714,-21.841386522737515,-212.9349438193,-223.19934171675143,2.968669783237749e-05,False
6918,"[0.09590710470680627, 0.193422822796198, 85062660438415.12]","[0.09684230313054738, 0.1772488248872044, 84536029896104.77]",-212.9349438193,-213.41919561434432,-22.624204583981584,-22.638487766135604,-212.9349438193,-213.41919561434432,0.6074198921728899,True
6919,"[0.09684230313054738, 0.1772488248872044, 84536029896104.77]","[0.10276124737342114, 0.1641986231732021, 85037649083910.23]",-213.41919561434432,-225.16431178587754,-22.356873011364435,-22.307300332472117,-213.41919561434432,-225.16431178587754,8.330863108886853e-06,False
6920,"[0.09684230313054738, 0.1772488248872044, 84536029896104.77]","[0.09682953266007699, 0.18580097579398083, 84649360130657.1]",-213.41919561434432,-213.00183054643742,-21.587751357566454,-21.514057501990518,-213.41919561434432,-213.00183054643742,1.6340456334287707,True
6921,"[0.09682953266007699, 0.18580097579398083, 84649360130657.1]","[0.09569650138423262, 0.18248762634439422, 85656578173065.83]",-213.00183054643742,-213.29895477135983,-21.7259807616154,-21.76846380884918,-213.00183054643742,-213.29895477135983,0.7120499096839445,True
6922,"[0.09569650138423262, 0.18248762634439422, 85656578173065.83]","[0.09936367092568232, 0.1686300623378232, 84253110766988.62]",-213.29895477135983,-216.6167107695032,-23.193816202442367,-23.190137040547487,-213.29895477135983,-216.6167107695032,0.03636760634120509,False
6923,"[0.09569650138423262, 0.18248762634439422, 85656578173065.83]","[0.10325431150010009, 0.15764651269915403, 84557062411465.2]",-213.29895477135983,-227.77130714015846,-25.37403236778768,-24.956806563282253,-213.29895477135983,-227.77130714015846,7.869299791887045e-07,False
6924,"[0.09569650138423262, 0.18248762634439422, 85656578173065.83]","[0.11597848269555378, 0.17937051793835332, 85939006338501.3]",-213.29895477135983,-271.8965155021317,-23.25160641398141,-23.42128660808438,-213.29895477135983,-271.8965155021317,3.0040803853171205e-26,False
6925,"[0.09569650138423262, 0.18248762634439422, 85656578173065.83]","[0.09537217271971424, 0.1639055938711747, 86527165327069.95]",-213.29895477135983,-214.19233811122004,-23.308339758411098,-23.26760389303232,-213.29895477135983,-214.19233811122004,0.426284858403915,False
6926,"[0.09569650138423262, 0.18248762634439422, 85656578173065.83]","[0.10605906585804456, 0.1981137470587161, 84760474885261.94]",-213.29895477135983,-228.46858669054825,-23.413872231558475,-23.266494829176423,-213.29895477135983,-228.46858669054825,2.991698044764666e-07,False
6927,"[0.09569650138423262, 0.18248762634439422, 85656578173065.83]","[0.08222796962742482, 0.1719192496025934, 85049243215910.1]",-213.29895477135983,-297.19958199055435,-22.728747996932857,-22.93633656052997,-213.29895477135983,-297.19958199055435,2.966647887483056e-37,False
6928,"[0.09569650138423262, 0.18248762634439422, 85656578173065.83]","[0.09831636574377263, 0.17898854560510818, 86277971244485.23]",-213.29895477135983,-214.59566951927943,-21.481396874383183,-21.453122058340544,-213.29895477135983,-214.59566951927943,0.2812700801630067,False
6929,"[0.09569650138423262, 0.18248762634439422, 85656578173065.83]","[0.08952805001456825, 0.1839907116098676, 87022323946427.4]",-213.29895477135983,-228.4089837319476,-22.268969865578146,-22.357202882884092,-213.29895477135983,-228.4089837319476,2.5088730620631453e-07,False
6930,"[0.09569650138423262, 0.18248762634439422, 85656578173065.83]","[0.08846276520599185, 0.1763806234608309, 85396439586027.17]",-213.29895477135983,-233.83133874753082,-21.56325310763869,-21.758762471494315,-213.29895477135983,-233.83133874753082,9.953831873158712e-10,False
6931,"[0.09569650138423262, 0.18248762634439422, 85656578173065.83]","[0.1144928086575262, 0.17806349446389944, 83922080441608.83]",-213.29895477135983,-264.4635578433852,-24.501999857193443,-24.6114541478657,-213.29895477135983,-264.4635578433852,5.394607136676201e-23,False
6932,"[0.09569650138423262, 0.18248762634439422, 85656578173065.83]","[0.11658458262800012, 0.17353652564556107, 86174222972837.2]",-213.29895477135983,-276.80349041180557,-23.78788021818254,-24.030149863194744,-213.29895477135983,-276.80349041180557,2.065923451320691e-28,False
6933,"[0.09569650138423262, 0.18248762634439422, 85656578173065.83]","[0.084421733464672, 0.19508577909620214, 85164054613613.92]",-213.29895477135983,-273.63046478702273,-22.68529286470177,-22.77769756844998,-213.29895477135983,-273.63046478702273,5.730958483975538e-27,False
6934,"[0.09569650138423262, 0.18248762634439422, 85656578173065.83]","[0.08736301478565577, 0.18161755530397194, 85464305578783.08]",-213.29895477135983,-242.05563961275953,-21.471650240372487,-21.625839601514016,-213.29895477135983,-242.05563961275953,2.780781508554656e-13,False
6935,"[0.09569650138423262, 0.18248762634439422, 85656578173065.83]","[0.10569055381985637, 0.19882429626172965, 88234895633463.44]",-213.29895477135983,-228.65590411687958,-26.37896109538652,-26.29945652204872,-213.29895477135983,-228.65590411687958,2.317875141647559e-07,False
6936,"[0.09569650138423262, 0.18248762634439422, 85656578173065.83]","[0.10839061677915078, 0.1837814548068248, 86990022553704.95]",-213.29895477135983,-240.30250970057654,-22.954850356988533,-22.812737070667513,-213.29895477135983,-240.30250970057654,2.1588582047754253e-12,False
6937,"[0.09569650138423262, 0.18248762634439422, 85656578173065.83]","[0.0963415428353895, 0.1698002883897023, 86323113021304.28]",-213.29895477135983,-213.9323373032408,-22.188344372398962,-22.22853026474175,-213.29895477135983,-213.9323373032408,0.5098858385895867,True
6938,"[0.0963415428353895, 0.1698002883897023, 86323113021304.28]","[0.10808681237134468, 0.16968231185671354, 85345166776517.03]",-213.9323373032408,-241.84640360747113,-22.4019110337334,-22.294388021849052,-213.9323373032408,-241.84640360747113,8.390187905362258e-13,False
6939,"[0.0963415428353895, 0.1698002883897023, 86323113021304.28]","[0.10795900186623053, 0.1727354908011731, 86664817785279.97]",-213.9323373032408,-241.28334166861615,-22.039502935888407,-21.873182633041736,-213.9323373032408,-241.28334166861615,1.5625780500297327e-12,False
6940,"[0.0963415428353895, 0.1698002883897023, 86323113021304.28]","[0.10729590680618398, 0.15312350248085552, 86021484264251.8]",-213.9323373032408,-243.95296350098818,-23.27207515836895,-23.16459078292933,-213.9323373032408,-243.95296350098818,1.0206752178962706e-13,False
6941,"[0.0963415428353895, 0.1698002883897023, 86323113021304.28]","[0.08983493757875818, 0.15820539145598592, 85728910003615.22]",-213.9323373032408,-224.80244048322163,-22.134673868335227,-22.345215036899948,-213.9323373032408,-224.80244048322163,1.5407681895308407e-05,False
6942,"[0.0963415428353895, 0.1698002883897023, 86323113021304.28]","[0.08349564351618628, 0.17398010290084417, 87821508235743.81]",-213.9323373032408,-278.12406648603604,-23.17947687433329,-23.254021745738008,-213.9323373032408,-278.12406648603604,1.2288865919445283e-28,False
6943,"[0.0963415428353895, 0.1698002883897023, 86323113021304.28]","[0.09441654781324019, 0.1644168160169221, 86673677821417.36]",-213.9323373032408,-214.53216893958492,-21.358452800247136,-21.448814559871753,-213.9323373032408,-214.53216893958492,0.5014790756556596,False
6944,"[0.0963415428353895, 0.1698002883897023, 86323113021304.28]","[0.09771682976449526, 0.1879882202261328, 85168786680027.97]",-213.9323373032408,-213.27681931060445,-23.50739996361935,-23.515051478638608,-213.9323373032408,-213.27681931060445,1.911458336373154,True
