,Experiment,X,day,Date,Instrument,Drone,Wind_Dir,Wind_Dir.1,WindSpeed,Radiation,Temperature,RH,Pressure,PGClass,boat.lat,boat.lon,WS_max
0,Exp1,0,0,0/01/1900,0,0,110.28,0,3.99,0,0,0,0,0,-18.8515,147.7211,0
