,Date_Time,gps.lat,gps.lon,altitudeRelative,Concentration,TransDate,Test_name,Experiment,Transect,Distance,Transect_Num,Height,Dist_Travelled,Transect_Dist,Time_Elapsed,Peak_Dist
0,0,-18.85184112,147.7184593,14,269.5871369,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85184114,147.7184593,14,235.3010592,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85184116,147.7184592,14,257.8568971,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85184118,147.7184592,14,245.2252525,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8518412,147.7184592,13.9,261.4661139,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8518412,147.7184592,13.9,237.1054141,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8518412,147.7184592,13.9,272.2942324,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8518412,147.7184591,13.9,250.6386974,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8518412,147.7184591,13.9,247.931953,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8518412,147.7184591,13.8,267.782431,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85184114,147.718459,13.8,248.8341963,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85184108,147.718459,13.8,280.415782,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85184102,147.7184589,13.8,285.8303678,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85184096,147.7184589,13.8,231.6924079,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8518409,147.7184588,13.8,259.6614957,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85184024,147.7184589,13.8,262.3684303,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85183958,147.718459,13.8,254.2477582,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85183892,147.7184591,13.8,265.0754087,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85183826,147.7184592,13.8,268.6847815,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8518376,147.7184593,13.7,253.3454857,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8518369,147.7184594,13.7,242.5185958,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8518362,147.7184596,13.7,264.1730777,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8518355,147.7184597,13.7,241.6163867,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8518348,147.7184599,13.7,261.4661139,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8518341,147.71846,13.7,300.2701215,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85183202,147.7184605,13.7,263.2707515,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85182994,147.7184611,13.7,247.0297146,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85182786,147.7184616,13.7,251.5409553,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85182578,147.7184622,13.7,271.3918623,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8518237,147.7184627,13.7,273.1966073,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85182244,147.718463,13.7,268.6847815,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85182118,147.7184634,13.7,254.2477582,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85181992,147.7184637,13.7,250.6386974,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85181866,147.7184641,13.7,295.7575644,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8518174,147.7184644,13.6,256.954605,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85181418,147.7184653,13.6,262.3684303,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85181096,147.7184661,13.6,265.0754087,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85180774,147.718467,13.6,233.4967238,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85180452,147.7184678,13.6,240.7141824,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8518013,147.7184687,13.6,275.9767091,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85179656,147.7184701,13.6,229.1993508,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85179182,147.7184714,13.6,230.9982377,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85178708,147.7184728,13.6,258.8834628,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85178234,147.7184741,13.6,248.0886297,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8517776,147.7184755,13.6,266.9800456,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8517755,147.7184761,13.6,265.180771,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8517734,147.7184767,13.6,256.1846891,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8517713,147.7184774,13.6,277.7760999,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8517692,147.718478,13.6,245.3900304,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8517671,147.7184786,13.6,261.5822801,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85176214,147.71848,13.6,272.3779855,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85175718,147.7184815,13.6,271.4783167,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85175222,147.7184829,13.6,264.281141,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85174726,147.7184844,13.6,275.0770209,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8517423,147.7184858,13.5,279.5755102,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85173746,147.7184872,13.5,238.193979,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85173262,147.7184887,13.5,257.9838667,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85172778,147.7184901,13.5,268.7793395,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85172294,147.7184916,13.5,268.7793395,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8517181,147.718493,13.4,266.9800456,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85171544,147.7184938,13.4,284.9738573,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85171278,147.7184946,13.4,236.3950146,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85171012,147.7184954,13.4,262.4818955,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85170746,147.7184962,13.4,271.4783167,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8517048,147.718497,13.3,236.3950146,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85170086,147.7184982,13.3,253.485959,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85169692,147.7184994,13.3,264.281141,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85169298,147.7185006,13.3,256.1846891,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85168904,147.7185018,13.3,251.6868298,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8516851,147.718503,13.3,266.0804059,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85168268,147.7185037,13.3,263.3815159,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85168026,147.7185044,13.3,274.1773376,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85167784,147.7185051,13.3,249.88772,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85167542,147.7185058,13.3,253.485959,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.851673,147.7185065,13.2,275.0770209,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85166958,147.7185076,13.2,271.4783167,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85166616,147.7185087,13.2,256.1846891,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85166274,147.7185098,13.2,240.8924619,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85165932,147.7185109,13.2,276.8764021,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8516559,147.718512,13.2,265.2855044,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85165428,147.7185125,13.2,264.3885593,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85165266,147.718513,13.2,289.5048434,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85165104,147.7185136,13.2,228.514705,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85164942,147.7185141,13.2,276.9462292,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8516478,147.7185146,13.2,255.4193731,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8516443,147.7185157,13.2,238.3792466,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8516408,147.7185168,13.2,281.4313402,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8516373,147.718518,13.2,243.7601513,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8516338,147.7185191,13.2,272.4612387,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8516303,147.7185202,13.1,276.0492215,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85162886,147.7185207,13.1,274.2552204,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85162742,147.7185212,13.1,263.491619,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85162598,147.7185217,13.1,256.3162701,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85162454,147.7185222,13.1,259.0069898,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8516231,147.7185227,13.1,268.873333,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85162004,147.7185236,13.1,271.564255,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85161698,147.7185246,13.1,251.8318335,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85161392,147.7185255,13.1,272.4612387,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85161086,147.7185265,13.1,266.1824543,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8516078,147.7185274,13,267.079409,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85160558,147.7185281,13,270.6672762,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85160336,147.7185288,13,256.3162701,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85160114,147.7185294,13,248.244371,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85159892,147.7185301,13,262.5946835,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8515967,147.7185308,13,266.1824543,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85159654,147.7185309,13,241.9664971,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85159638,147.718531,13,263.491619,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85159622,147.718531,13,241.9664971,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85159606,147.7185311,13,268.873333,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8515959,147.7185312,12.9,240.1728622,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85159542,147.7185314,12.9,241.0696773,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85159494,147.7185316,12.9,231.2049767,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85159446,147.7185317,12.9,262.5946835,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85159398,147.7185319,12.9,224.0310151,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8515935,147.7185321,12.9,234.7920731,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8515929,147.7185322,12.9,246.4506687,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8515923,147.7185324,12.9,245.5538248,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8515917,147.7185325,12.9,268.873333,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8515911,147.7185327,12.9,253.6255937,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8515905,147.7185328,12.8,293.071705,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85158862,147.7185332,12.8,248.0886297,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85158674,147.7185337,12.8,264.281141,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85158486,147.7185341,12.8,269.6789937,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85158298,147.7185346,12.8,237.2944944,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8515811,147.718535,12.8,266.0804059,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85157874,147.7185356,12.8,257.0842755,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85157638,147.7185362,12.8,242.6914748,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85157402,147.7185368,12.8,279.5755102,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85157166,147.7185374,12.8,251.6868298,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8515693,147.718538,12.8,285.8735987,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8515644,147.7185392,12.8,257.0842755,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8515595,147.7185404,12.8,256.1846891,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8515546,147.7185417,12.8,268.7793395,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8515497,147.7185429,12.8,260.6826695,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8515448,147.7185441,12.8,266.9800456,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85153842,147.7185458,12.8,245.3900304,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85153204,147.7185475,12.8,239.9929628,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85152566,147.7185491,12.8,249.88772,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85151928,147.7185508,12.8,257.9838667,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8515129,147.7185525,12.8,257.9838667,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85150804,147.7185538,12.8,250.7872725,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85150318,147.7185551,12.8,250.7872725,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85149832,147.7185565,12.8,266.9800456,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85149346,147.7185578,12.8,258.8834628,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8514886,147.7185591,12.8,267.8796901,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85148056,147.7185614,12.8,251.6868298,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85147252,147.7185636,12.8,284.0741206,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85146448,147.7185659,12.8,342.5670838,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85145644,147.7185681,12.8,486.6370388,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8514484,147.7185704,12.8,658.7831695,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8514441,147.7185717,12.8,906.9486628,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8514398,147.7185729,12.8,1064.159573,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8514355,147.7185742,12.8,1604.67563,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8514312,147.7185754,12.8,2230.647549,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8514269,147.7185767,12.8,3086.573485,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85142232,147.718578,12.8,3673.051297,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85141774,147.7185794,12.8,4224.704515,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85141316,147.7185807,12.8,4449.551112,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85140858,147.7185821,12.8,4290.100884,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.851404,147.7185834,12.7,4850.209738,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85139256,147.7185869,12.7,5695.184305,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85138112,147.7185903,12.7,6997.526191,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85136968,147.7185938,12.7,8283.21647,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85135824,147.7185972,12.7,9680.886081,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8513468,147.7186007,12.6,10640.11107,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8513363,147.7186038,12.6,10950.78853,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8513258,147.7186068,12.6,11510.39997,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8513153,147.7186099,12.6,11296.50812,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8513048,147.7186129,12.6,10578.03986,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8512943,147.718616,12.5,9434.05378,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85128702,147.7186181,12.5,8314.324185,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85127974,147.7186202,12.5,7745.823714,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85127246,147.7186222,12.5,6932.037863,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85126518,147.7186243,12.5,6305.52515,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8512579,147.7186264,12.4,5750.919321,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85124478,147.7186302,12.4,5177.703982,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85123166,147.718634,12.4,4651.610444,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85121854,147.7186377,12.4,4007.509303,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85120542,147.7186415,12.4,3497.813579,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8511923,147.7186453,12.3,3224.764213,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85118662,147.7186469,12.3,2665.371951,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85118094,147.7186486,12.3,2420.987228,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85117526,147.7186502,12.3,2151.478205,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85116958,147.7186519,12.3,1938.723488,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8511639,147.7186535,12.2,1786.141408,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85115062,147.7186571,12.2,1598.327861,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85113734,147.7186607,12.2,1471.422641,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85112406,147.7186644,12.2,1338.274943,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85111078,147.718668,12.2,1256.807885,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8510975,147.7186716,12.2,1142.820242,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85108616,147.7186748,12.2,1025.294906,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85107482,147.718678,12.2,943.9793573,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85106348,147.7186813,12.2,908.7548486,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85105214,147.7186845,12.2,844.6471579,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8510408,147.7186877,12.1,746.2759733,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8510334,147.7186898,12.1,758.907574,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.851026,147.7186919,12.1,656.9796748,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8510186,147.718694,12.1,640.749097,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8510112,147.7186961,12.1,620.9138601,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8510038,147.7186982,12.1,600.1795335,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8509928,147.7187013,12.1,525.377009,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8509818,147.7187044,12.1,530.7832994,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8509708,147.7187074,12.1,507.3573023,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8509598,147.7187105,12.1,497.4472909,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8509488,147.7187136,12,444.3036107,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85094156,147.7187156,12,447.0054243,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85093432,147.7187176,12,419.9892529,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85092708,147.7187196,12,431.6957245,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85091984,147.7187216,12,379.4731796,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.8509126,147.7187236,12,419.088789,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85090198,147.7187265,12,368.6705518,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85089136,147.7187294,12,344.367192,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85088074,147.7187324,12,388.4759029,0,0,Exp1,0,0,0,0,0,0,0,0
0,0,-18.85087012,147.7187353,12,395.6784306,0,0,Exp1,0,0,0,0,0,0,0,0
